Ano;Trimestre;UID;Codigo_Municipio;Municipio;Coleta_Material;Diagnostico_Endoscopia;Metodos_Diagnosticos_Especialidades;Consultas_Atendimentos_Acompanhamentos;Tratamentos_Clinicos_Outras_Especialidades;Tratamento_Oncologia;Tratamento_Nefrologia;Tratamento_Lesoes_Envenenamentos_Outros_Causas_Externas;Parto_Nascimento;Pequenas_Cirurgias_Pele_Tecido_Subcutaneo_Mucosa;Cirurgia_Glandulas_Endocrinas;Cirurgia_Sistema_Nervoso_Central_Periferico;Cirurgia_Vias_Aereas_Superiores_Face_Cabeca_Pescoco;Cirurgia_Aparelho_Visao;Cirurgia_Aparelho_Circulatorio;Cirurgia_Aparelho_Digestivo_Orgaos_Anexos_Parede_Abdominal;Cirurgia_Sistema_Osteomuscular;Cirurgia_Aparelho_Geniturinario;Cirugia_Mama;Cirurgia_Obstetrica;Cirurgia_Toracica;Cirurgia_Reparadora;Bucomaxilofacial;Outras_Cirurgias;Cirurgia_Oncologia;Processamento_Tecidos_Transplante;Transplante_Orgaos_Tecidos_Celulas
2019;1;20191110001;110001;ALTA FLORESTA D'OESTE;0;0;0;0;12;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2019;1;20191110002;110002;ARIQUEMES;0;0;0;0;28;3;1;2;0;0;0;1;0;0;0;1;2;0;0;0;1;0;0;3;0;0;0
2019;1;20191110003;110003;CABIXI;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2019;1;20191110004;110004;CACOAL;0;0;0;0;37;18;2;0;0;0;0;1;0;0;5;1;0;0;0;0;1;0;0;6;0;0;0
2019;1;20191110005;110005;CEREJEIRAS;0;0;0;0;6;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
2019;1;20191110006;110006;COLORADO DO OESTE;0;0;0;0;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110007;110007;CORUMBIARA;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110008;110008;COSTA MARQUES;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110009;110009;ESPIGAO D'OESTE;0;0;0;0;14;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0
2019;1;20191110010;110010;GUAJARA-MIRIM;0;0;0;0;18;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2019;1;20191110011;110011;JARU;0;0;0;0;23;1;1;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0
2019;1;20191110012;110012;JI-PARANA;0;0;0;0;38;2;6;1;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
2019;1;20191110013;110013;MACHADINHO D'OESTE;0;0;0;0;4;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2019;1;20191110014;110014;NOVA BRASILANDIA D'OESTE;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2019;1;20191110015;110015;OURO PRETO DO OESTE;0;0;0;2;15;2;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110018;110018;PIMENTA BUENO;0;0;0;0;19;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2019;1;20191110020;110020;PORTO VELHO;0;0;0;0;168;23;2;7;0;0;0;6;2;0;1;12;4;2;0;0;1;0;0;7;2;0;0
2019;1;20191110025;110025;PRESIDENTE MEDICI;0;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110026;110026;RIO CRESPO;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2019;1;20191110028;110028;ROLIM DE MOURA;0;0;0;6;16;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2019;1;20191110029;110029;SANTA LUZIA D'OESTE;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
2019;1;20191110030;110030;VILHENA;0;0;0;1;53;1;5;0;0;0;0;1;0;0;2;1;0;0;0;1;0;0;0;3;0;0;0
2019;1;20191110032;110032;SAO MIGUEL DO GUAPORE;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110033;110033;NOVA MAMORE;0;0;0;0;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110034;110034;ALVORADA D'OESTE;0;0;0;0;7;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2019;1;20191110037;110037;ALTO ALEGRE DOS PARECIS;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110040;110040;ALTO PARAISO;0;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110045;110045;BURITIS;0;0;0;0;6;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2019;1;20191110050;110050;NOVO HORIZONTE DO OESTE;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110060;110060;CACAULANDIA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110070;110070;CAMPO NOVO DE RONDONIA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110080;110080;CANDEIAS DO JAMARI;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110090;110090;CASTANHEIRAS;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110092;110092;CHUPINGUAIA;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110094;110094;CUJUBIM;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110100;110100;GOVERNADOR JORGE TEIXEIRA;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110110;110110;ITAPUA DO OESTE;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2019;1;20191110120;110120;MINISTRO ANDREAZZA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2019;1;20191110130;110130;MIRANTE DA SERRA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110140;110140;MONTE NEGRO;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110143;110143;NOVA UNIAO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110145;110145;PARECIS;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110147;110147;PRIMAVERA DE RONDONIA;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;1;20191110148;110148;SAO FELIPE D'OESTE;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
