Ano;Trimestre;UID;Codigo_Municipio;Municipio;Coleta_Material;Diagnostico_Endoscopia;Metodos_Diagnosticos_Especialidades;Consultas_Atendimentos_Acompanhamentos;Tratamentos_Clinicos_Outras_Especialidades;Tratamento_Oncologia;Tratamento_Nefrologia;Tratamento_Lesoes_Envenenamentos_Outros_Causas_Externas;Parto_Nascimento;Pequenas_Cirurgias_Pele_Tecido_Subcutaneo_Mucosa;Cirurgia_Glandulas_Endocrinas;Cirurgia_Sistema_Nervoso_Central_Periferico;Cirurgia_Vias_Aereas_Superiores_Face_Cabeca_Pescoco;Cirurgia_Aparelho_Visao;Cirurgia_Aparelho_Circulatorio;Cirurgia_Aparelho_Digestivo_Orgaos_Anexos_Parede_Abdominal;Cirurgia_Sistema_Osteomuscular;Cirurgia_Aparelho_Geniturinario;Cirugia_Mama;Cirurgia_Obstetrica;Cirurgia_Toracica;Cirurgia_Reparadora;Bucomaxilofacial;Outras_Cirurgias;Cirurgia_Oncologia;Processamento_Tecidos_Transplante;Transplante_Orgaos_Tecidos_Celulas
2020;1;20201110001;110001;ALTA FLORESTA D'OESTE;0;0;0;0;7;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10.0
2020;1;20201110002;110002;ARIQUEMES;0;0;0;0;28;5;2;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;41.0
2020;1;20201110003;110003;CABIXI;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201110004;110004;CACOAL;0;0;0;3;32;14;3;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;2;0;0;60.0
2020;1;20201110005;110005;CEREJEIRAS;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0
2020;1;20201110006;110006;COLORADO DO OESTE;0;0;0;0;8;1;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;13.0
2020;1;20201110007;110007;CORUMBIARA;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0
2020;1;20201110008;110008;COSTA MARQUES;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0
2020;1;20201110009;110009;ESPIGAO D'OESTE;0;0;0;0;18;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;24.0
2020;1;20201110010;110010;GUAJARA-MIRIM;0;0;0;0;15;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;21.0
2020;1;20201110011;110011;JARU;0;0;0;4;22;1;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;2;0;0;0;33.0
2020;1;20201110012;110012;JI-PARANA;0;0;0;0;47;9;4;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;66.0
2020;1;20201110013;110013;MACHADINHO D'OESTE;0;0;0;0;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.0
2020;1;20201110014;110014;NOVA BRASILANDIA D'OESTE;0;0;0;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0
2020;1;20201110015;110015;OURO PRETO DO OESTE;0;0;0;0;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.0
2020;1;20201110018;110018;PIMENTA BUENO;0;0;0;0;19;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.0
2020;1;20201110020;110020;PORTO VELHO;0;0;0;0;140;47;7;3;0;0;0;7;0;0;1;1;3;1;0;1;0;0;7;0;0;2;220.0
2020;1;20201110025;110025;PRESIDENTE MEDICI;0;0;0;0;7;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10.0
2020;1;20201110026;110026;RIO CRESPO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0
2020;1;20201110028;110028;ROLIM DE MOURA;0;0;0;1;21;2;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;28.0
2020;1;20201110029;110029;SANTA LUZIA D'OESTE;0;0;0;0;5;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;9.0
2020;1;20201110030;110030;VILHENA;0;0;0;0;36;2;4;0;0;0;0;0;2;0;2;2;1;0;0;1;0;0;1;0;0;0;51.0
2020;1;20201110032;110032;SAO MIGUEL DO GUAPORE;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;12.0
2020;1;20201110033;110033;NOVA MAMORE;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0
2020;1;20201110034;110034;ALVORADA D'OESTE;0;0;0;0;3;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7.0
2020;1;20201110037;110037;ALTO ALEGRE DOS PARECIS;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.0
2020;1;20201110040;110040;ALTO PARAISO;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0
2020;1;20201110045;110045;BURITIS;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.0
2020;1;20201110050;110050;NOVO HORIZONTE DO OESTE;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0
2020;1;20201110060;110060;CACAULANDIA;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.0
2020;1;20201110070;110070;CAMPO NOVO DE RONDONIA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0
2020;1;20201110080;110080;CANDEIAS DO JAMARI;0;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8.0
2020;1;20201110090;110090;CASTANHEIRAS;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201110092;110092;CHUPINGUAIA;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0
2020;1;20201110094;110094;CUJUBIM;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0
2020;1;20201110100;110100;GOVERNADOR JORGE TEIXEIRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.0
2020;1;20201110110;110110;ITAPUA DO OESTE;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.0
2020;1;20201110120;110120;MINISTRO ANDREAZZA;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6.0
2020;1;20201110130;110130;MIRANTE DA SERRA;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201110140;110140;MONTE NEGRO;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;7.0
2020;1;20201110143;110143;NOVA UNIAO;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201110145;110145;PARECIS;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0
2020;1;20201110147;110147;PRIMAVERA DE RONDONIA;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0
2020;1;20201110148;110148;SAO FELIPE D'OESTE;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0
2020;1;20201110149;110149;SAO FRANCISCO DO GUAPORE;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10.0
2020;1;20201110150;110150;SERINGUEIRAS;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201110155;110155;TEIXEIROPOLIS;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201110160;110160;THEOBROMA;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201110170;110170;URUPA;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7.0
2020;1;20201110175;110175;VALE DO ANARI;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0
2020;1;20201110180;110180;VALE DO PARAISO;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;5.0
2020;1;20201120001;120001;ACRELANDIA;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0
2020;1;20201120005;120005;ASSIS BRASIL;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0
2020;1;20201120010;120010;BRASILEIA;0;0;0;1;15;1;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;21.0
2020;1;20201120013;120013;BUJARI;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.0
2020;1;20201120017;120017;CAPIXABA;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0
2020;1;20201120020;120020;CRUZEIRO DO SUL;0;1;0;1;42;2;0;1;0;0;0;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;54.0
2020;1;20201120025;120025;EPITACIOLANDIA;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7.0
2020;1;20201120030;120030;FEIJO;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0
2020;1;20201120032;120032;JORDAO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201120033;120033;MANCIO LIMA;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6.0
2020;1;20201120034;120034;MANOEL URBANO;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0
2020;1;20201120035;120035;MARECHAL THAUMATURGO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201120038;120038;PLACIDO DE CASTRO;0;0;0;0;3;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0
2020;1;20201120040;120040;RIO BRANCO;0;0;0;3;172;27;13;8;0;0;0;10;4;0;1;8;1;1;0;1;0;0;8;2;1;0;260.0
2020;1;20201120042;120042;RODRIGUES ALVES;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0
2020;1;20201120043;120043;SANTA ROSA DO PURUS;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0
2020;1;20201120045;120045;SENADOR GUIOMARD;0;0;0;0;6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0
2020;1;20201120050;120050;SENA MADUREIRA;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;21.0
2020;1;20201120060;120060;TARAUACA;0;0;0;6;12;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;22.0
2020;1;20201120070;120070;XAPURI;0;0;0;0;6;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;10.0
2020;1;20201120080;120080;PORTO ACRE;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0
2020;1;20201130002;130002;ALVARAES;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0
2020;1;20201130006;130006;AMATURA;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0
2020;1;20201130008;130008;ANAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.0
2020;1;20201130010;130010;ANORI;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0
2020;1;20201130014;130014;APUI;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4.0
