"Codigo_Municipio";"Municipio";"0201 Coleta de material";"0209 Diagnostico por endoscopia";"0211 Metodos diagnosticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0402 Cirurgia de glandulas endocrinas";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"Total"
"110001";"ALTA FLORESTA D'OESTE";1;0;0;174;562;29;14;34;8;2;2;3;1;0;2;15;15;10;1;29;1;2;0;14;3;0;2;0;3;2;929
"110002";"ARIQUEMES";0;0;0;102;946;41;31;109;112;7;1;10;10;1;4;159;56;92;1;125;14;9;0;60;13;0;2;0;0;8;1913
"110003";"CABIXI";0;0;0;4;70;2;3;4;9;1;0;0;0;0;0;1;2;1;0;6;0;0;0;2;0;0;0;0;0;3;108
"110004";"CACOAL";0;0;0;37;637;73;37;111;36;6;6;8;11;1;5;100;64;54;2;89;10;2;2;49;14;0;3;0;5;6;1368
"110005";"CEREJEIRAS";0;0;0;9;216;2;22;9;21;0;1;2;1;0;0;23;26;12;0;37;3;0;0;9;2;0;1;0;0;0;396
"110006";"COLORADO DO OESTE";0;0;0;10;183;5;5;3;19;0;4;4;3;1;1;9;18;8;0;19;2;0;0;5;1;0;0;0;0;0;300
"110007";"CORUMBIARA";0;0;0;7;31;2;2;2;6;1;0;2;1;0;0;4;6;0;0;6;0;0;0;2;1;0;0;0;0;0;73
"110008";"COSTA MARQUES";0;0;0;0;93;1;5;10;16;0;0;0;0;1;1;11;7;5;0;18;1;0;0;3;0;0;0;0;0;0;172
"110009";"ESPIGAO D'OESTE";0;0;0;5;291;22;6;47;16;3;0;2;1;0;0;16;25;5;1;20;4;3;0;15;1;0;0;0;2;0;485
"110010";"GUAJARA-MIRIM";0;0;0;35;639;17;18;38;96;2;3;9;5;1;2;27;26;34;0;87;0;0;0;29;2;0;3;0;2;1;1076
"110011";"JARU";0;0;0;165;428;26;14;15;54;4;0;5;3;2;2;111;25;64;1;135;0;0;0;20;7;0;1;0;0;0;1082
"110012";"JI-PARANA";1;0;0;40;920;46;77;76;89;9;2;11;14;0;5;283;135;223;5;279;9;1;0;89;12;0;3;0;2;0;2331
"110013";"MACHADINHO D'OESTE";0;0;0;22;340;16;13;34;30;3;0;2;2;0;2;42;23;37;1;70;0;1;0;14;1;1;0;0;0;6;660
"110014";"NOVA BRASILANDIA D'OESTE";0;0;0;2;233;6;5;11;5;5;2;0;0;0;2;30;13;33;0;39;0;0;0;4;5;0;1;0;0;6;402
"110015";"OURO PRETO DO OESTE";2;0;0;15;438;12;12;35;15;4;1;2;1;0;3;72;16;50;0;105;4;0;0;14;6;0;0;0;0;0;807
"110018";"PIMENTA BUENO";0;0;1;14;565;18;16;109;26;0;0;1;1;0;2;32;27;17;0;86;3;2;0;12;5;1;0;0;1;0;939
"110020";"PORTO VELHO";8;0;0;249;3620;289;186;443;686;32;8;81;40;39;54;414;440;456;20;623;14;11;1;430;64;3;15;0;12;40;8278
"110025";"PRESIDENTE MEDICI";0;0;0;8;66;7;2;3;4;2;0;0;2;0;0;25;15;8;0;28;0;0;0;9;1;0;0;0;1;0;181
"110026";"RIO CRESPO";0;0;0;0;14;2;0;1;2;0;0;0;0;0;0;2;1;2;0;1;0;0;0;3;0;0;0;0;0;0;28
"110028";"ROLIM DE MOURA";0;0;0;52;322;34;11;48;10;7;2;2;2;1;1;47;32;35;0;62;2;2;0;31;6;0;2;0;1;1;713
"110029";"SANTA LUZIA D'OESTE";0;0;0;6;170;6;7;12;1;0;1;0;1;0;0;4;4;6;0;3;0;0;0;6;2;0;0;0;0;0;229
"110030";"VILHENA";0;0;0;100;830;40;44;57;147;10;2;6;20;2;4;175;199;147;3;203;15;3;0;22;3;0;1;0;0;0;2033
"110032";"SAO MIGUEL DO GUAPORE";0;0;0;6;258;7;10;14;15;0;1;0;3;0;3;22;20;35;0;86;2;0;0;4;1;0;0;0;0;0;487
"110033";"NOVA MAMORE";0;0;0;10;216;2;12;13;46;1;0;2;0;0;1;22;11;21;1;43;2;1;0;7;0;0;1;0;0;0;412
"110034";"ALVORADA D'OESTE";0;0;0;1;31;5;1;6;2;0;0;0;0;1;1;8;11;6;0;3;1;0;0;6;0;0;0;0;0;0;83
"110037";"ALTO ALEGRE DOS PARECIS";0;0;0;1;167;6;18;13;0;0;2;0;0;0;1;6;8;4;0;13;0;0;0;2;2;0;0;0;0;0;243
"110040";"ALTO PARAISO";0;0;0;8;148;1;3;15;9;2;0;2;2;1;2;13;9;3;0;6;2;1;0;15;1;0;0;0;0;0;243
"110045";"BURITIS";0;0;0;14;175;14;8;29;12;1;0;6;3;0;2;16;21;6;1;14;1;2;1;24;4;0;0;0;0;0;354
"110050";"NOVO HORIZONTE DO OESTE";0;0;0;0;116;2;1;6;3;0;0;1;0;0;0;6;7;3;0;10;0;1;0;5;0;0;0;0;0;0;161
"110060";"CACAULANDIA";0;0;0;2;43;0;0;4;4;1;0;0;0;0;0;4;5;1;0;3;2;0;0;1;0;0;0;0;2;0;72
"110070";"CAMPO NOVO DE RONDONIA";0;0;0;3;45;0;2;2;6;1;0;1;2;1;1;1;5;2;0;13;1;1;0;5;1;0;0;0;1;0;94
"110080";"CANDEIAS DO JAMARI";0;0;0;6;157;17;7;21;15;2;0;1;2;0;1;13;17;17;1;19;0;1;0;31;2;0;1;0;0;0;331
