"Codigo_Municipio";"Municipio";"0201 Coleta de material";"0209 Diagnostico por endoscopia";"0211 Metodos diagnosticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0402 Cirurgia de glandulas endocrinas";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"Total"
"110001";"ALTA FLORESTA D'OESTE";0;0;0;6;585;3;46;14;14;2;4;2;4;3;3;29;19;17;0;50;0;0;0;16;3;0;0;0;0;0;820
"110002";"ARIQUEMES";0;0;0;80;666;36;20;84;170;7;2;14;6;13;25;65;109;22;1;149;8;7;0;82;2;0;0;0;2;2;1572
"110003";"CABIXI";0;0;0;7;97;1;3;4;3;1;0;2;1;0;2;5;7;1;0;8;0;0;0;2;1;0;0;0;0;0;145
"110004";"CACOAL";0;0;1;38;650;77;25;73;59;8;3;15;9;4;18;83;96;47;1;182;8;4;5;75;8;0;1;0;1;0;1491
"110005";"CEREJEIRAS";0;0;0;19;229;14;9;3;3;2;0;0;0;1;2;14;24;8;0;34;2;0;0;7;4;0;0;0;0;0;375
"110006";"COLORADO DO OESTE";0;0;0;36;209;12;5;4;9;2;1;0;6;0;2;16;19;8;0;20;1;0;0;7;2;0;0;0;0;0;359
"110007";"CORUMBIARA";0;0;0;9;32;0;2;1;3;0;0;0;0;0;2;3;6;2;0;9;0;0;0;4;1;0;0;0;0;0;74
"110008";"COSTA MARQUES";0;0;0;0;94;8;3;10;22;1;1;0;1;1;1;7;8;2;0;29;0;0;0;5;0;0;0;0;0;0;193
"110009";"ESPIGAO D'OESTE";0;0;0;7;447;15;17;56;15;0;0;0;2;1;6;11;21;8;0;38;3;1;0;19;1;0;0;0;0;0;668
"110010";"GUAJARA-MIRIM";1;0;0;26;503;7;19;45;123;2;2;5;1;1;1;15;32;10;0;87;1;1;0;15;2;0;1;0;3;8;911
