 Procedimentos hospitalares do SUS - por local de residência - Brasil
Média permanência por Município e Subgrupo proced.
Período:Out-Dez/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante";"0503 Ações relacionadas à doação de orgãos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"110001 ALTA FLORESTA D'OESTE";...;...;...;1,0;3,4;5,5;4,0;4,2;1,5;-;...;-;...;...;3,0;3,9;4,8;-;...;2,1;4,5;-;...;11,9;2,0;...;...;...;...;...;3,5
"110002 ARIQUEMES";...;...;...;0,4;4,3;4,9;3,5;3,9;1,7;4,0;...;9,9;0,2;67,0;4,0;3,9;4,2;2,0;1,0;1,8;5,2;1,6;...;6,7;2,7;...;-;...;2,0;8,0;3,8
"110003 CABIXI";...;...;...;2,0;3,4;3,0;2,0;5,5;2,7;...;...;...;...;...;...;6,5;3,0;2,5;...;1,6;...;...;...;1,0;...;...;...;...;...;...;3,1
"110004 CACOAL";10,0;...;...;1,5;5,6;4,4;5,6;3,9;2,0;5,0;1,0;10,3;4,3;1,0;0,2;5,6;7,5;4,5;2,0;2,5;9,7;5,4;...;11,5;4,7;...;3,0;...;10,5;19,3;5,0
"110005 CEREJEIRAS";...;...;...;1,4;4,6;2,5;3,2;6,5;1,7;1,5;...;14,0;5,0;...;-;4,2;6,6;8,5;...;2,3;19,5;...;...;2,3;3,5;...;-;...;...;...;4,3
"110006 COLORADO DO OESTE";...;...;...;1,6;5,5;2,5;2,8;4,6;1,3;-;...;...;...;...;15,5;2,3;5,3;1,6;...;1,3;6,0;...;...;4,3;3,5;...;...;...;...;14,8;4,7
"110007 CORUMBIARA";...;...;...;1,6;3,3;10,5;1,0;2,3;1,0;-;...;...;...;...;14,0;1,0;4,5;3,0;...;1,5;8,5;...;...;3,5;...;...;-;...;...;...;3,0
"110008 COSTA MARQUES";...;...;...;...;6,2;4,0;...;7,6;2,5;...;...;...;-;...;-;2,7;1,9;...;...;3,8;11,0;...;...;4,0;...;...;...;...;28,0;4,0;5,3
"110009 ESPIGAO D'OESTE";...;...;...;1,6;3,5;4,0;9,3;1,8;2,4;8,7;...;...;3,0;...;16,0;2,5;3,9;2,6;...;2,3;13,0;...;...;7,8;3,7;...;...;...;...;...;3,4
"110010 GUAJARA-MIRIM";...;...;...;2,3;4,7;3,2;2,9;5,3;1,6;-;...;2,2;-;...;...;2,7;5,5;3,7;3,0;2,8;4,5;...;...;3,6;2,1;...;...;...;7,0;...;3,9
"110011 JARU";...;...;...;1,0;5,3;4,1;2,4;4,0;1,5;0,3;...;3,0;6,0;1,0;...;1,9;5,2;1,1;...;1,9;9,0;8,0;...;8,4;-;...;...;...;...;...;3,4
"110012 JI-PARANA";-;...;...;1,5;4,8;3,9;4,4;5,1;1,7;4,5;...;18,0;4,3;1,3;7,6;2,7;6,6;2,2;-;2,2;6,0;1,0;...;5,5;2,2;...;-;...;...;0,4;3,9
"110013 MACHADINHO D'OESTE";...;...;...;0,8;4,2;8,8;3,6;3,8;1,1;-;...;6,5;...;...;10,0;2,5;5,4;2,3;...;2,0;9,0;...;...;5,3;3,2;...;...;...;2,0;...;3,8
"110014 NOVA BRASILANDIA D'OESTE";...;...;8,0;1,0;5,3;24,0;1,8;6,8;0,5;...;...;14,0;...;1,0;...;3,2;5,1;2,0;...;1,1;...;...;...;10,0;...;...;...;...;...;...;4,5
"110015 OURO PRETO DO OESTE";0,5;...;17,0;0,7;3,8;6,0;7,2;2,4;2,3;5,0;...;15,0;...;0,5;28,0;1,4;5,3;1,1;-;4,1;...;...;...;4,3;2,3;...;-;...;...;...;3,5
"110018 PIMENTA BUENO";...;...;...;1,0;2,6;2,7;2,0;2,0;1,8;-;...;0,3;2,7;...;3,0;2,9;3,9;3,7;...;2,1;...;3,0;...;9,3;1,5;...;...;...;...;...;2,7
"110020 PORTO VELHO";23,0;-;5,0;3,8;7,8;7,0;5,2;4,7;2,1;3,7;3,2;7,1;8,0;7,0;7,1;3,9;4,4;3,0;2,7;2,5;6,4;0,3;2,0;6,5;3,4;2,0;0,1;...;8,7;9,8;5,5
"110025 PRESIDENTE MEDICI";...;...;...;1,7;4,9;2,5;4,5;5,3;1,5;...;...;19,0;...;...;...;3,2;5,3;2,1;...;2,0;...;...;...;4,5;1,3;...;...;...;...;...;3,8
"110026 RIO CRESPO";...;...;...;0,9;3,8;...;...;2,6;1,4;...;...;...;...;...;...;33,0;5,3;2,0;...;1,5;...;...;...;...;...;...;...;...;...;...;4,0
"110028 ROLIM DE MOURA";-;...;...;1,0;3,6;5,6;2,5;3,4;2,2;1,0;1,0;6,0;4,0;1,5;0,5;2,5;5,3;5,0;...;2,2;4,0;...;...;11,6;0,3;...;-;...;11,5;...;3,1
"110029 SANTA LUZIA D'OESTE";2,0;...;...;1,7;3,4;...;8,5;5,8;2,0;-;...;...;...;...;...;3,0;3,6;...;...;2,0;...;...;...;5,5;...;...;...;...;...;...;3,5
"110030 VILHENA";...;-;...;1,3;5,0;6,4;3,7;5,5;1,4;-;1,0;11,3;8,9;...;13,0;6,0;5,0;3,7;9,0;1,9;6,3;8,2;7,0;6,5;2,7;...;...;...;2,0;...;4,1
"110032 SAO MIGUEL DO GUAPORE";1,0;...;...;1,5;2,9;4,8;1,3;1,6;1,1;4,0;...;...;-;...;12,0;1,9;1,3;0,9;0,8;1,3;8,0;4,5;...;4,3;...;...;...;...;...;...;2,1
"110033 NOVA MAMORE";...;...;...;2,3;5,7;5,3;4,2;3,6;1,3;7,0;...;9,3;3,0;...;5,3;5,8;5,8;1,5;-;2,4;16,5;...;...;5,3;2,0;...;...;...;...;...;4,9
"110034 ALVORADA D'OESTE";1,0;...;...;1,7;5,1;...;3,0;7,3;1,3;-;1,0;-;6,0;...;-;2,2;2,3;2,3;...;2,0;27,0;...;...;15,0;2,7;...;...;...;...;...;4,2
"110037 ALTO ALEGRE DOS PARECIS";...;...;...;2,3;3,1;8,3;1,4;5,3;2,3;...;...;...;7,0;...;-;2,3;3,6;...;...;2,1;...;...;...;5,5;2,5;...;...;...;...;...;3,1
"110040 ALTO PARAISO";...;...;...;1,3;5,2;2,8;2,7;3,5;1,3;9,5;...;3,0;28,0;...;...;1,1;5,2;-;...;2,0;8,5;-;...;4,4;1,0;...;...;...;2,0;...;4,2
"110045 BURITIS";...;...;...;2,3;4,6;4,0;4,3;5,0;2,8;6,5;...;12,6;9,0;...;44,0;3,2;6,1;17,2;...;1,9;...;5,5;...;5,9;0,8;...;-;...;20,0;6,0;5,0
"110050 NOVO HORIZONTE DO OESTE";...;...;...;1,5;4,2;2,0;1,0;8,4;...;...;...;...;...;...;...;9,0;5,4;2,0;...;2,2;...;...;...;10,8;3,0;...;...;...;...;...;4,2
"110060 CACAULANDIA";...;...;...;...;4,0;...;6,5;1,5;2,0;...;...;...;-;...;...;6,8;3,0;-;...;1,3;...;65,0;...;2,0;...;...;...;...;...;...;4,8
"110070 CAMPO NOVO DE RONDONIA";...;...;...;0,5;4,6;...;4,3;4,9;2,8;...;...;9,3;5,0;...;...;2,5;6,2;5,5;...;2,5;...;...;...;11,8;...;...;...;...;...;...;5,0
"110080 CANDEIAS DO JAMARI";...;...;...;12,0;7,0;9,8;2,8;3,8;2,1;-;...;14,2;6,5;1,0;6,8;4,1;4,0;3,4;...;3,5;3,5;...;...;8,8;1,5;...;...;...;...;11,5;5,2
"110090 CASTANHEIRAS";...;...;...;1,0;3,1;...;...;...;...;...;1,0;...;...;...;62,0;3,0;14,0;15,0;...;3,3;22,0;...;...;1,0;-;...;...;...;...;...;5,9
"110092 CHUPINGUAIA";...;...;...;1,8;3,7;12,5;8,0;5,4;1,0;...;...;1,0;10,0;...;...;3,8;7,1;2,0;...;2,1;...;13,0;...;5,3;1,7;...;...;...;...;29,0;5,3
"110094 CUJUBIM";...;...;...;0,2;2,2;3,0;1,0;4,2;1,2;22,0;1,0;6,7;9,0;...;21,0;4,9;4,8;2,0;...;1,8;...;...;1,0;5,5;1,0;6,0;...;...;...;...;2,7
"110100 GOVERNADOR JORGE TEIXEIRA";...;...;...;1,5;8,5;...;2,0;5,0;2,3;...;...;...;...;...;...;2,0;4,6;0,6;...;1,3;...;...;...;...;-;...;...;...;1,0;...;4,6
"110110 ITAPUA DO OESTE";...;...;...;1,0;5,9;5,8;5,5;4,1;1,8;...;...;1,0;6,7;-;...;6,0;2,6;4,0;...;2,2;...;...;...;7,2;15,0;...;...;...;...;3,0;4,7
"110120 MINISTRO ANDREAZZA";...;...;...;-;4,3;4,5;2,0;2,0;1,8;1,0;...;...;...;...;...;3,2;3,2;...;...;2,3;...;...;...;10,3;...;...;-;...;...;...;3,8
"110130 MIRANTE DA SERRA";...;...;...;2,5;6,1;1,0;6,0;2,8;1,3;...;...;...;11,0;...;1,0;4,4;3,2;1,0;...;2,6;...;...;...;5,4;1,0;...;...;...;2,0;...;4,8
"110140 MONTE NEGRO";...;...;...;1,0;4,8;5,0;3,2;4,2;1,2;...;...;7,0;...;...;3,0;4,0;4,9;1,0;...;2,1;...;1,0;...;5,0;...;...;...;...;...;...;4,0
"110143 NOVA UNIAO";...;...;...;1,0;5,7;2,0;...;9,5;1,0;...;...;...;...;...;...;7,2;2,5;1,0;...;2,5;...;...;...;1,0;3,0;...;...;...;...;...;4,6
"110145 PARECIS";...;...;...;1,3;5,0;3,0;...;3,5;...;...;...;...;...;...;...;2,0;4,0;-;...;2,6;...;...;...;...;-;...;...;...;...;...;1,6
"110146 PIMENTEIRAS DO OESTE";...;...;...;1,3;5,6;...;...;3,3;1,0;...;...;-;...;...;...;3,5;7,3;...;...;1,7;...;...;...;3,0;9,0;...;...;...;...;...;4,1
"110147 PRIMAVERA DE RONDONIA";...;...;...;...;3,9;1,0;2,0;1,3;1,5;...;...;...;...;...;2,0;4,0;...;3,0;...;2,0;...;...;...;1,0;...;...;...;...;...;...;2,8
"110148 SAO FELIPE D'OESTE";...;...;...;2,3;2,1;5,0;2,5;1,7;...;...;...;...;...;...;...;...;7,3;2,0;...;1,9;...;...;...;4,0;2,0;...;...;...;...;...;2,6
"110149 SAO FRANCISCO DO GUAPORE";...;...;...;2,0;3,9;4,0;5,0;5,8;1,0;-;...;36,0;...;...;...;1,0;9,6;1,0;...;1,8;6,0;...;...;10,0;1,0;...;...;...;...;...;4,3
"110150 SERINGUEIRAS";...;...;...;1,3;3,8;...;2,6;3,8;1,4;...;...;...;1,0;...;...;2,2;2,4;1,3;...;1,0;2,0;...;...;7,0;1,5;...;...;...;...;...;2,7
"110155 TEIXEIROPOLIS";...;...;...;...;5,4;...;2,0;21,0;...;...;...;...;...;...;...;3,0;...;...;...;2,0;...;...;...;7,0;1,0;...;...;...;...;...;4,9
"110160 THEOBROMA";...;...;...;1,2;4,4;3,7;1,0;2,9;1,3;0,5;...;-;...;...;6,5;9,5;5,0;-;...;2,9;...;...;...;17,3;1,0;...;...;...;...;...;4,4
"110170 URUPA";...;...;...;1,0;4,9;3,1;2,0;5,7;1,4;...;...;-;...;...;...;1,0;5,0;2,7;...;1,8;...;...;...;4,0;5,0;...;...;...;...;...;3,9
"110175 VALE DO ANARI";...;...;...;...;4,6;6,3;...;8,0;1,3;-;...;-;...;...;...;2,7;9,0;0,5;...;2,3;1,0;...;...;1,0;...;...;...;...;...;...;3,7
"110180 VALE DO PARAISO";...;...;...;0,5;2,8;1,0;2,0;2,2;1,4;...;...;...;...;...;...;2,0;2,5;1,0;...;1,8;...;...;...;...;...;...;...;...;...;...;2,4
"120001 ACRELANDIA";...;...;...;1,5;8,4;...;...;10,0;1,9;1,0;...;7,0;1,0;...;3,0;5,5;3,8;2,3;...;3,0;...;...;...;13,3;4,0;...;...;...;...;...;5,0
"120005 ASSIS BRASIL";1,0;...;...;1,1;5,6;27,0;11,0;3,0;1,3;...;...;4,0;...;...;...;5,7;11,0;3,0;...;2,3;...;...;1,0;...;...;...;...;...;...;...;4,4
"120010 BRASILEIA";1,0;...;...;2,1;5,7;10,4;7,2;6,8;1,4;5,0;...;1,0;1,0;...;...;5,3;3,2;3,7;...;2,4;2,5;...;...;10,6;12,0;...;...;...;3,0;...;4,4
"120013 BUJARI";...;...;...;...;6,9;2,8;4,7;4,0;1,7;...;...;...;...;...;49,0;1,0;2,0;2,3;...;2,6;...;1,0;...;...;...;...;...;...;1,0;...;4,9
"120017 CAPIXABA";...;...;...;1,0;9,8;2,0;8,5;4,7;3,7;...;...;3,0;1,0;...;8,0;2,3;3,8;2,0;1,0;3,3;...;19,0;...;45,0;10,0;...;...;...;...;...;5,6
"120020 CRUZEIRO DO SUL";...;...;...;2,1;6,0;17,1;9,9;7,7;1,7;0,8;3,0;3,3;6,0;1,9;7,2;4,2;2,5;4,3;7,7;2,5;6,3;4,5;...;4,8;2,0;...;...;...;6,0;1,0;4,4
"120025 EPITACIOLANDIA";...;...;...;2,5;5,0;4,8;5,4;6,1;2,3;...;...;0,3;1,3;...;4,7;5,7;2,9;2,8;...;2,2;7,0;2,5;...;9,3;...;...;...;...;...;...;3,8
"120030 FEIJO";1,0;...;...;3,5;8,3;13,8;2,3;5,4;1,6;3,5;...;5,0;9,0;...;1,0;7,8;3,0;2,0;...;2,4;6,0;22,0;...;4,0;2,0;...;...;...;1,0;18,7;4,9
"120032 JORDAO";...;...;...;...;14,5;...;13,3;6,0;1,5;...;...;...;...;...;...;...;1,5;...;...;4,0;...;...;...;...;...;...;...;...;...;...;5,1
"120033 MANCIO LIMA";...;...;...;1,2;6,2;3,3;3,5;16,5;1,8;...;...;-;-;...;7,7;2,8;1,3;6,4;...;2,8;8,0;...;...;...;2,0;...;...;...;...;3,0;3,9
"120034 MANOEL URBANO";...;...;...;0,8;10,2;...;4,5;5,7;1,2;...;...;1,0;1,0;...;-;1,9;4,6;1,7;...;2,5;...;...;...;3,0;1,0;...;...;...;...;-;4,7
"120035 MARECHAL THAUMATURGO";2,0;...;...;1,9;5,3;14,5;10,0;-;1,5;...;...;-;2,5;...;...;3,6;5,2;...;...;2,5;4,0;...;...;-;...;...;...;...;...;13,0;3,4
"120038 PLACIDO DE CASTRO";...;...;...;0,5;8,4;5,6;-;6,6;2,1;...;...;2,5;0,7;...;...;2,0;5,0;1,3;...;2,8;...;...;...;...;2,0;...;...;...;...;...;4,9
"120039 PORTO WALTER";...;...;...;2,5;3,7;...;...;5,0;3,2;...;...;...;...;...;2,0;3,5;1,1;5,0;...;2,6;...;...;...;1,0;...;...;...;...;...;...;3,0
"120040 RIO BRANCO";0,9;9,0;11,0;1,1;9,3;7,6;7,8;7,4;2,1;1,2;3,7;6,1;2,9;1,0;7,8;2,6;4,2;2,3;1,5;2,7;8,2;1,8;1,0;8,4;3,1;...;0,8;...;9,9;7,3;5,0
"120042 RODRIGUES ALVES";...;...;...;2,5;4,0;...;2,4;6,7;1,3;...;...;5,0;2,0;6,0;...;4,8;1,3;5,0;-;2,4;...;...;...;...;...;...;...;...;...;...;3,0
"120043 SANTA ROSA DO PURUS";...;...;...;...;13,2;...;16,5;3,5;13,4;...;...;...;...;...;...;1,0;3,8;...;...;2,0;...;...;...;...;...;...;...;...;...;...;10,0
"120045 SENADOR GUIOMARD";-;...;...;1,4;7,7;3,0;7,5;8,1;2,0;...;...;9,3;2,5;...;4,5;3,4;4,2;1,0;...;3,0;...;...;...;2,5;1,0;...;...;...;...;...;4,6
"120050 SENA MADUREIRA";...;...;...;1,2;5,0;6,7;2,7;5,4;1,6;1,0;...;...;2,4;...;1,0;2,6;3,4;2,4;1,0;2,5;...;...;...;10,9;2,0;...;...;...;...;27,0;3,8
"120060 TARAUACA";...;...;...;1,8;6,0;10,4;12,0;8,6;1,3;...;3,0;14,7;4,6;3,0;6,0;2,6;1,7;1,4;2,0;2,0;...;3,0;...;10,0;7,0;...;...;...;...;...;3,1
"120070 XAPURI";...;...;...;1,4;6,0;8,5;3,0;5,3;2,0;...;...;4,2;1,0;...;...;2,1;5,0;5,8;...;2,8;30,0;...;...;25,0;...;...;...;...;...;...;4,8
"120080 PORTO ACRE";...;...;...;1,0;8,9;25,5;2,5;9,0;2,0;...;...;...;7,7;...;1,0;2,9;4,3;1,4;...;3,6;...;...;...;1,0;...;...;...;...;...;...;4,8
"130002 ALVARAES";...;...;...;5,7;4,6;...;2,7;4,9;2,3;...;...;...;...;...;...;4,0;2,6;2,0;...;2,3;...;...;...;12,0;...;...;...;...;...;...;3,7
"130006 AMATURA";...;...;...;...;5,5;...;4,0;3,8;1,2;1,0;...;...;...;...;...;2,7;3,0;2,1;...;1,0;...;...;...;...;...;...;...;...;...;...;3,4
"130008 ANAMA";...;...;...;0,5;5,8;...;...;14,0;1,7;...;...;...;...;...;...;4,0;2,0;...;...;1,8;...;...;...;...;...;...;...;...;...;...;3,8
"130010 ANORI";...;...;...;...;5,1;...;...;3,3;2,1;...;...;...;...;...;...;8,0;5,7;2,0;...;3,1;...;...;2,0;2,0;3,0;...;...;...;...;...;4,5
"130014 APUI";...;...;...;...;5,7;19,0;2,3;3,6;1,6;0,8;...;-;...;...;...;3,2;3,4;3,8;...;2,6;4,0;1,8;...;2,5;1,0;...;...;...;...;...;4,0
"130020 ATALAIA DO NORTE";...;...;...;...;4,7;3,0;...;3,8;1,3;...;...;5,0;...;...;7,0;17,5;21,0;...;...;4,4;...;...;...;...;...;...;...;...;...;...;4,2
"130030 AUTAZES";...;...;...;1,0;7,1;...;3,0;4,2;1,5;...;...;2,0;6,0;...;0,7;2,3;6,5;1,0;...;2,1;1,0;...;...;8,0;5,0;...;...;...;...;...;3,7
"130040 BARCELOS";...;...;...;1,5;12,4;...;...;6,5;1,7;...;...;...;...;...;...;3,0;...;...;...;4,0;...;...;...;-;...;...;...;...;...;...;8,2
"130050 BARREIRINHA";...;...;...;1,0;6,1;5,5;5,0;4,5;1,8;1,0;...;1,0;1,5;...;...;6,3;3,2;2,0;1,0;2,2;8,0;4,0;...;...;4,0;...;...;...;...;...;3,8
"130060 BENJAMIN CONSTANT";...;...;...;...;7,5;7,0;4,3;4,4;2,0;...;...;...;1,0;1,0;7,3;2,4;17,2;4,5;...;3,2;...;34,0;...;4,0;...;...;...;...;...;11,0;5,0
"130063 BERURI";...;...;...;0,5;3,7;...;4,5;2,0;2,0;...;...;...;1,5;...;3,3;5,1;3,3;2,0;...;2,6;...;8,0;...;5,0;...;...;...;...;...;...;3,0
"130068 BOA VISTA DO RAMOS";...;...;...;...;3,3;...;3,0;3,1;1,9;...;...;...;1,0;...;...;11,0;5,0;3,0;...;2,5;...;3,0;...;...;...;...;...;...;...;...;3,1
"130070 BOCA DO ACRE";-;...;...;1,0;4,4;20,5;5,7;6,2;2,0;33,0;...;6,5;...;...;5,0;3,3;3,5;2,6;1,0;2,4;13,0;3,0;...;21,3;3,0;...;...;...;...;...;3,8
"130080 BORBA";...;...;...;3,0;3,5;10,0;3,1;3,3;1,7;...;...;...;...;...;2,5;3,3;4,6;1,8;...;2,6;9,0;...;...;8,5;5,0;...;...;...;...;...;3,0
"130083 CAAPIRANGA";...;...;...;1,0;2,3;...;2,3;2,3;1,5;2,7;...;...;1,0;...;...;2,9;1,5;1,7;1,7;2,6;5,0;1,0;...;...;...;...;...;...;...;...;2,3
"130090 CANUTAMA";...;...;...;...;4,9;19,0;2,3;7,0;2,0;...;...;11,5;...;...;...;6,0;...;1,7;...;2,0;...;...;...;1,0;2,0;...;...;...;...;...;3,8
"130100 CARAUARI";...;...;...;-;5,8;5,3;3,0;6,0;1,5;0,5;3,0;...;...;-;...;2,1;6,0;1,2;0,7;2,4;7,5;8,7;...;20,5;...;...;...;...;...;...;2,7
"130110 CAREIRO";...;...;...;-;4,0;3,3;...;4,3;1,2;1,0;...;12,0;15,0;...;10,0;2,5;6,3;1,0;...;2,0;1,0;...;...;30,7;...;...;...;...;...;...;3,4
"130115 CAREIRO DA VARZEA";...;...;...;...;6,7;2,0;...;3,0;3,8;...;4,0;2,0;...;...;2,0;3,3;3,0;1,0;...;6,0;...;10,0;...;24,0;3,0;...;...;...;...;...;5,1
"130120 COARI";...;...;...;3,7;4,2;9,1;3,4;3,8;1,9;...;...;...;1,0;...;2,3;2,4;2,8;2,1;2,0;2,5;2,8;...;...;-;9,3;...;...;...;...;...;3,3
"130130 CODAJAS";...;...;...;1,0;4,3;8,6;...;2,0;2,5;...;...;...;2,0;...;5,0;7,2;10,2;2,7;1,5;3,0;...;20,0;...;5,8;2,0;...;...;...;...;...;4,1
"130140 EIRUNEPE";1,0;...;...;1,0;3,5;...;2,0;12,2;1,4;...;...;24,0;2,0;...;...;5,8;5,3;1,8;2,0;2,6;3,0;...;...;...;6,0;...;...;...;...;...;3,6
"130150 ENVIRA";...;...;...;2,0;2,9;56,0;3,0;2,0;2,0;3,0;...;6,0;16,0;...;...;2,0;21,0;2,0;...;2,1;...;...;...;...;2,0;...;...;...;...;...;3,1
"130160 FONTE BOA";...;...;...;10,0;4,9;5,0;2,9;3,9;1,9;...;...;...;1,0;...;10,0;3,0;7,8;2,7;...;2,7;...;8,5;...;7,3;...;...;...;...;...;...;3,7
"130165 GUAJARA";...;...;...;2,0;4,0;...;6,0;3,0;1,6;1,0;...;-;...;1,0;...;3,2;1,9;1,5;...;3,0;...;...;...;3,0;...;...;...;...;...;...;3,3
"130170 HUMAITA";...;...;...;1,0;6,0;3,8;6,6;5,6;1,5;1,0;...;10,0;1,0;...;37,0;3,6;3,9;2,6;...;2,2;4,0;...;3,0;5,1;5,0;...;-;...;...;...;4,0
"130180 IPIXUNA";...;...;...;...;4,8;...;2,0;3,3;1,2;1,3;...;...;...;0,5;...;6,7;6,2;6,8;...;2,1;8,0;...;...;1,0;...;...;...;...;...;...;3,9
"130185 IRANDUBA";...;...;...;2,4;6,5;21,3;4,3;7,2;3,3;...;3,0;...;1,5;...;5,8;2,9;11,4;7,9;...;3,8;9,0;4,0;...;8,6;8,0;...;-;...;...;...;5,9
"130190 ITACOATIARA";...;...;...;0,7;5,4;3,6;6,4;3,7;1,7;1,5;...;6,0;11,0;1,0;3,0;2,7;4,5;2,4;2,0;2,4;3,0;8,8;...;10,8;4,8;...;...;...;...;...;3,6
"130195 ITAMARATI";...;...;...;...;17,0;3,0;...;...;...;...;...;...;...;-;...;1,0;...;...;...;...;...;...;...;...;...;...;...;...;...;...;5,9
"130200 ITAPIRANGA";...;...;...;...;5,9;6,0;...;2,0;1,1;...;...;...;2,0;...;4,0;2,0;2,0;2,6;...;3,5;5,0;6,0;...;...;...;...;...;...;...;...;4,4
"130210 JAPURA";...;...;...;...;3,7;...;1,0;3,5;1,2;...;...;...;...;...;...;12,0;4,3;1,0;...;2,0;...;...;...;2,0;2,0;...;...;...;...;...;2,5
"130220 JURUA";...;...;...;...;3,5;6,0;...;3,0;1,4;...;...;...;...;...;...;1,0;5,0;...;...;2,3;...;...;...;...;...;...;...;...;...;...;2,7
"130230 JUTAI";...;...;...;...;4,1;...;1,7;2,5;1,0;1,2;2,0;8,0;...;...;1,0;1,5;0,5;1,3;...;1,5;...;1,0;...;4,0;4,0;...;...;...;...;...;2,1
"130240 LABREA";...;...;...;5,0;5,0;7,5;2,1;5,3;2,0;1,0;...;...;1,0;-;...;2,4;3,1;2,0;1,0;1,9;4,7;...;...;2,5;2,0;...;-;...;...;...;3,3
"130250 MANACAPURU";...;...;...;2,2;4,7;8,0;3,7;4,3;1,9;...;3,0;1,0;1,0;...;6,3;2,3;4,0;1,9;...;2,2;9,0;9,1;...;8,7;5,6;...;...;...;...;...;3,4
"130255 MANAQUIRI";...;...;...;1,0;4,0;3,0;...;4,7;2,1;...;...;...;3,0;...;...;5,5;7,4;1,3;...;2,2;...;...;...;14,5;12,7;...;...;...;...;13,5;4,4
"130260 MANAUS";4,0;...;10,0;1,2;9,2;10,8;6,4;6,2;3,3;9,1;3,0;7,7;3,7;0,7;5,7;4,9;8,9;1,9;2,9;4,4;10,1;8,9;2,0;10,1;5,0;3,0;0,7;...;12,2;7,8;6,7
"130270 MANICORE";...;...;...;4,0;4,9;2,0;5,5;2,8;1,7;1,4;...;12,9;4,0;...;...;2,9;6,3;2,1;7,0;2,2;5,0;...;...;6,3;3,0;...;...;...;...;...;3,5
"130280 MARAA";...;...;...;...;8,2;...;...;4,0;1,8;...;...;...;...;...;...;...;8,0;...;...;1,0;...;1,0;...;5,0;2,0;...;...;...;...;...;5,9
"130290 MAUES";...;...;...;1,0;4,8;...;3,6;3,5;1,2;0,8;...;11,0;2,0;...;-;2,2;7,4;1,9;0,5;2,1;4,3;0,5;...;1,5;2,7;...;...;...;...;...;3,1
"130300 NHAMUNDA";...;...;...;1,0;4,9;12,7;3,6;2,5;1,3;...;2,0;...;...;1,0;...;2,6;2,0;2,3;1,0;2,3;...;...;...;...;...;...;...;...;...;...;3,4
"130310 NOVA OLINDA DO NORTE";...;...;...;...;5,2;9,5;2,0;3,2;6,9;1,0;...;9,0;...;...;...;2,0;6,3;2,2;...;2,0;19,0;...;...;15,5;21,0;...;...;...;...;...;5,2
"130320 NOVO AIRAO";1,0;...;...;1,3;3,3;1,0;...;2,3;1,5;1,0;...;...;...;...;-;4,5;3,5;2,2;3,0;2,3;...;5,5;...;...;...;...;...;...;...;...;2,7
"130330 NOVO ARIPUANA";...;...;...;...;7,8;...;-;5,0;3,0;...;...;...;...;...;19,0;2,0;7,0;...;...;3,0;-;13,0;...;13,3;...;...;...;...;...;...;7,6
"130340 PARINTINS";...;...;...;1,0;6,6;4,7;3,9;5,8;1,7;1,0;2,0;11,0;15,0;3,0;16,0;4,7;4,0;2,6;1,0;2,9;3,0;24,0;...;15,8;4,8;...;...;...;...;...;4,9
"130350 PAUINI";29,0;...;...;...;4,2;5,5;...;3,9;2,0;...;...;...;...;...;...;6,3;1,5;...;...;2,8;...;...;...;...;...;...;...;...;...;...;3,6
"130353 PRESIDENTE FIGUEIREDO";...;...;...;5,0;6,8;2,0;12,3;5,5;2,2;...;...;...;15,0;...;...;2,6;9,1;3,0;...;2,5;7,0;10,8;...;24,6;4,0;...;...;...;...;...;5,8
"130356 RIO PRETO DA EVA";...;...;...;0,7;7,9;...;12,5;4,0;2,3;...;...;...;7,0;...;3,5;3,1;6,5;1,9;...;5,6;14,3;5,3;...;13,4;...;...;...;...;...;...;6,7
"130360 SANTA ISABEL DO RIO NEGRO";...;...;...;...;9,1;...;...;4,0;2,1;...;...;...;...;...;...;2,8;1,5;3,0;...;2,0;...;...;...;...;...;...;...;...;...;...;5,2
"130370 SANTO ANTONIO DO ICA";...;...;...;3,3;3,6;5,0;4,5;2,6;1,5;...;...;...;...;...;...;9,7;29,0;...;...;2,4;...;...;...;...;...;...;...;...;...;...;3,4
