"Codigo_Municipio";"Municipio";"0201 Coleta de material";"0209 Diagnostico por endoscopia";"0211 Metodos diagnosticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0402 Cirurgia de glandulas endocrinas";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"Total"
"110001";"ALTA FLORESTA D'OESTE";1;0;0;2;355;21;16;24;14;1;1;2;0;3;2;9;22;6;0;54;2;1;0;16;4;0;0;0;0;0;556
"110002";"ARIQUEMES";2;0;0;34;1401;20;30;121;118;8;1;6;5;1;13;47;79;9;2;125;6;3;1;64;5;0;2;0;1;2;2106
"110003";"CABIXI";0;0;0;5;70;3;4;3;3;0;0;0;0;0;1;0;9;2;0;9;1;0;0;2;2;0;0;0;0;0;114
"110004";"CACOAL";0;0;0;39;882;70;31;87;77;7;4;9;9;0;8;80;69;37;0;199;3;3;0;67;12;0;2;0;0;0;1695
"110005";"CEREJEIRAS";0;0;1;9;209;9;5;5;10;0;1;0;3;0;1;9;15;2;0;43;1;0;0;1;2;0;0;0;0;1;327
"110006";"COLORADO DO OESTE";0;0;0;8;159;8;2;6;9;0;0;1;2;0;1;8;14;4;2;22;1;0;0;1;2;0;0;0;0;1;251
"110007";"CORUMBIARA";0;0;0;1;34;2;1;2;1;1;0;0;0;0;1;2;7;1;0;9;0;0;0;0;0;0;0;0;0;0;62
"110008";"COSTA MARQUES";0;0;0;0;111;2;1;10;7;0;0;0;1;0;3;1;7;1;0;27;0;0;0;2;1;0;0;0;0;0;174
"110009";"ESPIGAO D'OESTE";0;0;0;1;247;19;7;28;13;0;1;0;1;0;1;7;12;1;0;25;1;0;0;14;2;0;0;0;0;0;380
"110010";"GUAJARA-MIRIM";0;0;0;18;576;13;10;46;133;2;0;4;1;1;3;45;49;13;1;94;1;0;1;23;3;0;2;0;1;0;1040
"110011";"JARU";0;0;0;63;514;27;11;31;65;20;0;1;4;0;5;16;27;23;1;121;1;0;0;22;6;0;0;0;0;1;959
"110012";"JI-PARANA";0;0;0;28;1437;55;104;44;230;10;0;14;7;2;9;143;120;101;0;369;3;1;3;33;16;0;3;0;2;17;2751
"110013";"MACHADINHO D'OESTE";1;0;0;2;305;7;29;47;33;1;0;6;2;0;2;8;26;6;0;45;2;0;0;12;5;0;0;0;1;4;544
"110014";"NOVA BRASILANDIA D'OESTE";0;0;0;4;149;8;2;7;3;0;0;1;1;0;0;5;10;26;0;46;1;0;0;6;2;0;0;0;0;1;272
"110015";"OURO PRETO DO OESTE";0;0;0;11;407;19;10;24;19;2;0;2;1;0;1;64;19;35;0;87;0;0;0;9;3;0;0;0;0;0;713
"110018";"PIMENTA BUENO";0;0;0;6;446;17;27;94;24;1;0;0;0;0;1;19;27;9;0;67;2;0;0;18;2;0;0;0;1;0;761
"110020";"PORTO VELHO";7;0;0;31;3903;186;179;760;792;27;2;84;36;11;95;328;531;180;8;730;30;7;1;347;72;0;13;0;3;34;8397
