"Codigo_Municipio";"Municipio";"0201 Coleta de material";"0209 Diagnostico por endoscopia";"0211 Metodos diagnosticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0402 Cirurgia de glandulas endocrinas";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"Total"
"110001";"ALTA FLORESTA D'OESTE";0;0;0;3;376;8;20;32;9;2;1;3;3;2;4;15;17;4;0;33;0;0;0;5;1;0;1;0;0;1;540
"110002";"ARIQUEMES";5;0;1;57;912;35;20;132;129;7;0;11;7;0;10;157;80;49;0;120;9;11;0;79;9;0;6;0;2;7;1855
"110003";"CABIXI";0;0;0;7;56;3;3;3;2;0;0;0;0;0;0;5;8;2;0;9;0;1;0;1;4;0;0;0;0;0;104
"110004";"CACOAL";0;0;0;47;728;47;40;62;50;8;6;5;7;1;9;90;101;47;1;169;8;7;4;57;17;1;5;0;0;1;1518
"110005";"CEREJEIRAS";0;0;0;16;197;5;8;8;6;0;0;0;3;0;3;14;18;7;0;38;0;1;1;8;0;0;0;0;0;0;333
"110006";"COLORADO DO OESTE";0;0;0;12;133;7;7;10;14;0;1;1;4;0;2;12;18;4;0;27;0;0;0;7;3;0;0;0;0;0;262
"110007";"CORUMBIARA";0;0;0;2;34;3;2;4;6;0;0;0;2;0;1;4;8;2;0;19;2;0;0;1;2;0;0;0;0;0;92
"110008";"COSTA MARQUES";0;0;0;2;64;2;3;7;9;1;0;0;0;0;0;11;10;2;0;10;0;0;0;5;3;0;0;0;0;0;129
"110009";"ESPIGAO D'OESTE";0;0;0;2;301;11;5;44;13;1;2;2;3;0;0;12;23;7;0;32;3;0;0;8;4;0;2;0;1;0;476
"110010";"GUAJARA-MIRIM";0;0;0;19;420;21;15;54;143;1;0;5;3;1;0;29;29;17;1;111;0;0;1;20;3;0;0;0;0;2;895
"110011";"JARU";0;0;0;159;291;22;10;21;61;7;0;4;6;1;8;75;35;40;2;118;2;1;0;29;7;0;2;0;0;0;901
"110012";"JI-PARANA";0;0;0;44;921;35;138;70;159;10;4;6;9;1;6;287;160;135;4;318;14;1;1;43;19;0;3;0;0;3;2391
"110013";"MACHADINHO D'OESTE";1;0;0;16;264;15;40;58;46;5;0;2;4;0;2;25;42;15;0;65;3;1;0;12;2;0;1;0;0;7;626
"110014";"NOVA BRASILANDIA D'OESTE";0;0;0;2;130;6;5;8;5;2;1;0;0;1;0;21;8;30;0;47;0;0;0;5;4;0;1;0;0;7;283
"110015";"OURO PRETO DO OESTE";0;0;0;27;402;16;14;24;18;3;0;1;0;0;2;99;20;51;0;80;0;0;1;11;6;0;0;0;0;0;775
"110018";"PIMENTA BUENO";0;0;0;12;610;29;24;120;26;3;2;2;3;0;2;23;19;15;2;81;3;0;1;8;3;0;0;0;0;0;988
"110020";"PORTO VELHO";14;0;0;87;3500;210;223;841;715;29;6;42;22;4;68;360;555;626;14;841;20;6;0;494;87;3;9;0;2;35;8813
"110025";"PRESIDENTE MEDICI";0;0;0;4;86;6;4;8;4;1;1;2;3;2;2;4;16;13;0;25;1;0;0;5;1;0;0;0;0;0;188
"110026";"RIO CRESPO";0;0;0;9;19;2;0;3;2;0;0;0;0;0;1;3;1;0;0;3;0;0;0;2;1;0;0;0;0;0;46
"110028";"ROLIM DE MOURA";1;1;0;52;340;27;7;40;26;2;2;0;3;0;12;63;54;15;0;150;3;0;2;22;4;0;4;0;0;7;837
"110029";"SANTA LUZIA D'OESTE";0;0;0;2;115;3;5;15;2;0;2;0;1;0;2;4;3;4;0;14;0;0;0;1;1;0;0;0;0;0;174
"110030";"VILHENA";0;0;0;183;759;46;22;67;149;3;2;4;19;0;4;115;192;79;5;247;6;1;0;29;5;0;1;0;0;3;1941
"110032";"SAO MIGUEL DO GUAPORE";1;0;0;21;282;9;3;17;14;0;1;3;3;0;0;36;14;50;1;85;2;1;0;8;4;0;0;0;1;0;556
"110033";"NOVA MAMORE";0;0;0;3;268;6;15;48;51;2;0;5;1;0;1;11;14;3;0;38;1;0;0;14;3;0;0;0;0;0;484
"110034";"ALVORADA D'OESTE";0;0;0;47;103;3;3;8;4;1;0;0;1;0;0;27;7;22;0;25;0;0;0;3;0;0;1;0;0;3;258
"110037";"ALTO ALEGRE DOS PARECIS";0;0;0;7;209;4;28;12;11;3;0;1;1;0;0;13;8;11;0;25;0;0;0;6;1;0;0;0;0;0;340
"110040";"ALTO PARAISO";0;0;0;3;107;7;8;21;18;1;0;2;1;0;1;14;16;3;0;21;3;0;0;10;1;0;0;0;0;0;237
"110045";"BURITIS";1;0;0;6;263;7;13;59;25;4;0;4;1;0;1;10;28;4;0;16;3;1;0;22;2;0;2;0;0;0;472
"110050";"NOVO HORIZONTE DO OESTE";0;0;0;1;122;0;0;13;1;0;0;0;0;0;0;8;5;5;0;16;0;0;0;4;2;0;1;0;0;0;178
"110060";"CACAULANDIA";0;0;0;0;55;2;1;2;3;0;0;0;0;0;0;2;2;1;0;2;0;1;0;1;1;0;1;0;0;0;74
"110070";"CAMPO NOVO DE RONDONIA";0;0;0;2;60;0;1;9;6;0;0;4;1;0;3;1;7;5;0;6;0;0;0;6;0;0;0;0;0;1;112
"110080";"CANDEIAS DO JAMARI";1;0;0;3;141;10;7;36;19;3;0;0;3;0;2;13;21;12;1;33;1;0;0;21;4;0;0;0;0;0;331
