"Codigo_Municipio";"Municipio";"0201 Coleta de material";"0209 Diagnostico por endoscopia";"0211 Metodos diagnosticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0402 Cirurgia de glandulas endocrinas";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"Total"
"110001";"ALTA FLORESTA D'OESTE";0;0;0;8;308;13;15;22;17;6;1;3;3;2;5;17;24;5;1;45;2;0;2;19;5;0;0;0;0;0;523
"110002";"ARIQUEMES";5;0;1;96;1032;22;28;114;102;6;0;14;6;2;16;50;99;19;0;143;5;4;0;53;9;0;1;0;2;7;1836
"110003";"CABIXI";0;0;0;1;64;1;1;2;5;0;0;0;1;0;1;5;7;1;0;6;1;0;0;2;0;0;0;0;0;0;98
"110004";"CACOAL";1;0;2;48;691;40;43;78;58;2;6;3;14;0;14;125;77;54;5;191;8;0;4;65;22;0;2;0;0;1;1554
"110005";"CEREJEIRAS";1;0;0;4;149;11;7;6;17;1;0;0;1;0;1;23;17;9;0;43;3;0;0;9;3;0;0;0;0;1;306
"110006";"COLORADO DO OESTE";0;0;0;3;149;6;4;9;19;1;3;1;0;1;2;11;12;5;0;10;2;0;0;4;3;0;0;0;0;0;245
"110007";"CORUMBIARA";0;0;0;2;32;1;2;2;8;1;0;0;0;0;1;3;11;2;0;12;0;0;0;0;2;0;0;0;0;0;79
"110008";"COSTA MARQUES";0;0;0;2;79;3;0;5;4;1;0;0;0;0;1;3;10;1;0;15;0;0;0;4;0;0;1;0;0;0;129
"110009";"ESPIGAO D'OESTE";0;0;0;3;350;19;8;47;10;1;2;2;3;0;3;18;19;7;2;30;0;1;0;12;2;0;1;0;0;0;540
"110010";"GUAJARA-MIRIM";0;0;0;15;498;15;14;63;115;2;0;5;5;3;8;32;31;19;0;106;1;0;0;22;5;0;0;0;0;0;959
"110011";"JARU";2;0;0;105;341;26;9;35;55;13;0;5;5;0;6;62;25;36;5;128;1;0;0;29;9;0;0;0;0;3;900
"110012";"JI-PARANA";3;1;1;43;778;42;93;58;128;4;3;11;20;0;17;219;130;114;1;316;6;1;1;39;18;0;1;0;1;13;2062
"110013";"MACHADINHO D'OESTE";0;0;0;2;180;12;23;62;34;1;0;2;6;0;3;10;46;15;0;48;1;1;0;27;5;0;0;0;0;7;485
"110014";"NOVA BRASILANDIA D'OESTE";1;0;0;3;156;5;2;6;4;0;0;0;1;0;2;19;11;27;0;57;0;0;0;4;1;0;2;0;1;4;306
"110015";"OURO PRETO DO OESTE";0;0;0;29;377;21;17;15;27;1;0;0;3;1;1;59;18;33;1;92;1;0;0;5;3;0;2;0;0;0;706
"110018";"PIMENTA BUENO";0;0;0;7;479;23;33;118;28;4;1;0;3;0;3;18;33;8;0;76;1;2;1;16;9;0;0;0;0;0;863
"110020";"PORTO VELHO";8;0;1;58;3953;229;211;937;745;32;2;50;42;8;99;360;708;431;13;885;35;5;1;504;61;1;5;0;8;23;9415
"110025";"PRESIDENTE MEDICI";1;0;0;3;112;13;8;9;5;0;1;1;0;0;1;8;13;14;0;47;0;0;0;3;6;0;0;0;0;0;245
"110026";"RIO CRESPO";0;0;0;9;14;1;1;0;3;1;0;0;1;0;0;0;2;2;0;1;0;0;0;1;0;0;0;0;0;0;36
"110028";"ROLIM DE MOURA";0;0;0;55;330;17;8;36;40;5;1;1;3;3;4;46;42;27;2;173;4;0;2;19;10;0;0;0;2;12;842
"110029";"SANTA LUZIA D'OESTE";0;0;0;3;96;4;3;12;1;1;0;1;1;0;0;5;8;1;0;14;0;1;0;3;0;0;0;0;0;0;154
"110030";"VILHENA";0;0;0;92;829;35;35;83;177;5;4;1;22;0;10;77;177;44;2;231;17;2;0;24;12;0;1;0;0;5;1885
"110032";"SAO MIGUEL DO GUAPORE";0;0;0;24;277;2;8;23;9;4;0;2;0;1;2;29;19;21;0;61;1;1;0;3;4;0;1;0;0;0;492
"110033";"NOVA MAMORE";2;0;1;2;248;5;13;56;37;3;0;2;1;0;3;8;29;4;0;31;2;0;0;16;5;0;1;0;0;0;469
"110034";"ALVORADA D'OESTE";0;1;0;18;103;7;8;11;6;3;3;5;1;0;2;6;13;8;0;31;0;0;0;4;3;0;0;0;1;4;238
"110037";"ALTO ALEGRE DOS PARECIS";0;0;1;2;108;2;9;6;3;1;0;0;1;1;0;3;5;4;0;23;0;0;0;5;1;0;0;0;0;0;175
"110040";"ALTO PARAISO";0;0;0;4;71;3;3;18;16;3;0;0;2;0;2;8;15;0;0;4;1;0;0;12;0;0;0;0;0;0;162
"110045";"BURITIS";1;0;0;5;191;12;8;55;18;3;0;0;1;2;5;12;39;8;0;14;1;0;0;17;5;0;0;0;0;0;397
"110050";"NOVO HORIZONTE DO OESTE";0;0;0;3;87;0;0;10;2;0;0;0;2;0;0;3;8;8;0;11;0;0;0;1;1;0;2;0;0;0;138
"110060";"CACAULANDIA";0;0;0;0;61;0;2;2;6;0;0;2;0;0;1;2;1;0;1;1;0;0;0;3;0;0;0;0;0;0;82
"110070";"CAMPO NOVO DE RONDONIA";0;0;0;1;48;0;2;10;16;0;0;2;0;0;3;1;6;4;0;4;0;0;0;2;1;0;0;0;0;1;101
"110080";"CANDEIAS DO JAMARI";1;0;0;5;172;9;4;48;26;3;0;4;3;2;3;19;30;10;1;25;2;0;0;26;1;0;0;0;0;0;394
"110090";"CASTANHEIRAS";0;0;0;2;11;0;1;0;1;1;0;0;0;0;0;8;3;2;0;7;0;0;0;1;1;0;0;0;0;0;38
"110092";"CHUPINGUAIA";0;0;0;4;26;1;0;3;9;0;0;0;1;0;0;6;15;4;0;6;1;0;0;1;0;0;0;0;0;11;88
"110094";"CUJUBIM";1;0;0;26;213;7;3;29;20;1;0;1;2;2;1;8;37;1;0;18;2;0;0;11;0;0;0;0;0;0;383
"110100";"GOVERNADOR JORGE TEIXEIRA";0;0;0;1;14;4;0;6;3;0;0;1;1;0;0;0;1;1;0;5;0;0;0;0;0;0;0;0;0;0;37
"110110";"ITAPUA DO OESTE";0;0;0;1;53;0;1;19;7;2;0;2;0;0;0;3;9;2;0;13;1;0;0;4;1;0;0;0;0;0;118
"110120";"MINISTRO ANDREAZZA";0;0;0;3;44;7;2;6;5;2;0;2;3;0;1;6;3;4;0;4;0;0;2;0;1;0;0;0;0;0;95
"110130";"MIRANTE DA SERRA";0;0;0;1;58;1;6;8;2;0;0;0;1;0;1;11;6;9;0;7;0;0;0;2;3;0;0;0;0;0;116
"110140";"MONTE NEGRO";0;0;0;0;90;1;16;27;12;2;0;2;1;1;4;4;11;1;0;11;2;0;0;13;2;0;0;0;0;0;200
"110143";"NOVA UNIAO";0;0;0;0;41;1;2;2;4;2;0;1;0;0;1;6;2;4;0;12;0;2;0;1;1;0;0;0;0;0;82
"110145";"PARECIS";0;0;0;46;4;1;0;0;0;0;0;0;0;0;0;0;2;0;0;7;0;0;0;3;0;0;0;0;0;0;63
"110146";"PIMENTEIRAS DO OESTE";0;0;0;4;19;0;1;0;6;0;0;1;0;0;0;3;3;1;0;8;0;0;0;1;0;0;0;0;0;0;47
"110147";"PRIMAVERA DE RONDONIA";0;0;0;2;11;0;1;7;2;0;0;0;0;0;0;1;1;1;0;2;0;0;0;3;0;0;0;0;0;0;31
"110148";"SAO FELIPE D'OESTE";0;0;0;3;8;3;1;0;1;1;0;0;0;0;0;1;0;2;0;2;0;0;0;2;1;0;0;0;0;0;25
"110149";"SAO FRANCISCO DO GUAPORE";0;0;0;1;61;8;4;0;4;1;0;0;2;0;1;6;10;7;0;23;0;0;0;11;3;0;1;0;0;0;143
"110150";"SERINGUEIRAS";0;0;0;1;60;9;6;12;2;1;1;1;1;0;0;15;34;26;0;32;0;0;0;1;2;0;0;0;0;0;204
"110155";"TEIXEIROPOLIS";0;0;0;0;19;1;1;0;1;0;0;0;0;0;0;1;2;3;0;3;0;0;0;2;1;0;0;0;0;0;34
"110160";"THEOBROMA";0;0;0;4;34;2;1;7;2;1;0;1;1;0;1;4;4;0;0;6;0;0;0;8;2;0;0;0;0;0;78
"110170";"URUPA";0;0;0;1;82;8;2;8;4;0;0;2;0;1;1;5;3;3;0;13;0;0;0;7;1;0;1;0;0;0;142
"110175";"VALE DO ANARI";0;0;0;1;36;0;1;2;1;0;0;0;2;0;0;5;5;0;0;8;0;0;0;3;1;0;0;0;0;1;66
"110180";"VALE DO PARAISO";0;0;0;2;43;4;5;3;1;0;0;0;0;0;2;5;1;6;0;7;0;0;0;3;0;0;0;0;0;0;82
"120001";"ACRELANDIA";1;0;0;3;45;2;6;4;26;1;0;2;4;0;0;10;7;6;1;36;0;0;0;0;3;0;0;0;0;0;157
"120005";"ASSIS BRASIL";1;0;0;22;54;1;0;4;32;1;0;3;1;0;0;8;5;0;0;21;0;0;0;1;0;0;0;0;0;0;154
"120010";"BRASILEIA";0;0;0;63;155;9;9;13;51;1;1;2;1;0;4;14;15;5;0;75;0;1;0;4;1;0;0;0;0;0;424
"120013";"BUJARI";0;0;0;3;12;3;2;1;10;0;0;1;1;0;0;3;4;0;0;15;0;0;0;1;0;0;0;0;0;0;56
"120017";"CAPIXABA";0;0;0;4;33;2;1;3;23;0;0;1;1;0;0;5;1;1;1;28;0;1;0;0;0;0;0;0;0;0;105
"120020";"CRUZEIRO DO SUL";8;0;0;132;898;12;5;30;160;10;2;5;22;2;12;156;219;24;3;199;4;4;3;50;7;0;0;0;0;4;1971
"120025";"EPITACIOLANDIA";3;0;0;53;116;5;4;10;35;1;0;1;1;0;1;8;3;1;0;53;1;3;0;0;1;0;0;0;0;0;300
"120030";"FEIJO";1;0;0;27;112;4;2;13;50;0;2;0;2;0;2;27;30;8;1;31;1;1;0;7;1;0;0;0;0;0;322
"120032";"JORDAO";0;0;0;3;17;0;0;0;21;0;1;0;0;0;0;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;52
"120033";"MANCIO LIMA";0;0;0;20;144;3;0;5;45;0;2;0;5;1;3;24;32;8;0;52;1;0;1;8;0;0;0;0;0;0;354
"120034";"MANOEL URBANO";0;0;0;24;53;5;3;8;36;0;0;0;1;0;2;9;3;3;0;7;1;0;0;0;1;0;0;0;0;0;156
"120035";"MARECHAL THAUMATURGO";1;0;0;39;58;4;1;5;41;0;0;1;1;0;2;9;11;6;0;11;2;0;0;0;4;0;0;0;0;0;196
"120038";"PLACIDO DE CASTRO";0;0;0;16;71;7;6;9;24;0;0;0;1;0;0;18;8;6;0;27;0;0;0;3;4;0;0;0;0;0;200
"120039";"PORTO WALTER";0;0;0;5;33;0;2;2;15;0;1;0;2;1;1;6;10;1;0;21;0;0;1;5;0;0;0;0;0;0;106
"120040";"RIO BRANCO";33;1;1;222;1686;143;124;149;665;15;25;60;130;4;60;587;271;235;20;916;11;8;5;85;58;1;0;0;6;6;5527
"120042";"RODRIGUES ALVES";2;0;0;24;108;2;2;3;40;1;0;1;1;0;2;23;29;4;1;20;0;1;1;1;0;0;0;0;0;0;266
"120043";"SANTA ROSA DO PURUS";0;0;0;20;63;1;8;0;15;0;0;0;0;0;0;2;1;0;0;6;0;0;0;0;0;0;0;0;0;0;116
"120045";"SENADOR GUIOMARD";2;0;0;14;140;4;6;12;37;1;0;4;8;1;2;16;7;6;1;44;0;1;0;3;3;0;0;0;1;0;313
"120050";"SENA MADUREIRA";1;0;0;73;329;7;9;36;88;0;2;2;3;0;1;66;20;10;1;96;0;1;0;3;2;0;0;0;0;0;750
"120060";"TARAUACA";1;0;0;88;157;7;7;11;152;0;2;2;3;0;6;20;58;10;0;133;0;0;0;7;1;0;0;0;2;0;667
"120070";"XAPURI";1;0;0;29;194;2;14;21;43;0;1;2;4;0;2;10;8;2;0;34;0;1;0;0;2;0;0;0;0;0;370
"120080";"PORTO ACRE";0;0;0;6;45;4;2;6;33;1;0;1;3;0;2;17;14;4;0;32;0;2;0;1;0;0;0;0;0;0;173
"130002";"ALVARAES";0;0;0;3;114;1;2;13;43;0;0;1;3;0;0;4;4;2;0;4;0;0;0;0;0;0;0;0;0;0;194
"130006";"AMATURA";0;0;0;0;41;1;1;4;16;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;65
"130008";"ANAMA";0;0;0;1;198;0;9;14;54;0;0;0;0;0;1;4;3;1;0;15;0;1;0;2;0;0;0;0;0;0;303
"130010";"ANORI";0;0;0;0;105;1;5;4;35;0;0;0;2;1;1;11;3;4;0;38;1;0;0;3;1;0;0;0;0;0;215
"130014";"APUI";0;0;0;0;86;3;3;25;31;3;0;1;0;0;1;13;35;5;0;33;1;6;0;4;0;0;0;0;0;0;250
"130020";"ATALAIA DO NORTE";0;0;0;1;80;0;1;13;50;0;0;0;1;0;0;4;2;2;0;2;0;0;0;1;0;0;0;0;0;0;157
"130030";"AUTAZES";0;0;0;5;138;0;32;17;118;0;0;0;0;0;2;19;16;14;0;43;2;3;0;4;2;0;0;0;0;0;415
"130040";"BARCELOS";1;0;0;0;108;0;4;18;49;0;0;1;1;1;0;30;7;7;0;30;1;1;0;1;1;0;0;0;0;0;261
"130050";"BARREIRINHA";0;0;0;4;193;4;3;14;132;2;0;0;2;0;0;22;20;1;0;80;2;0;1;0;0;0;0;0;0;0;480
