"Codigo_Municipio";"Municipio";"0201 Coleta de material";"0209 Diagnostico por endoscopia";"0211 Metodos diagnosticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0402 Cirurgia de glandulas endocrinas";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"Total"
"110001";"ALTA FLORESTA D'OESTE";0;0;0;4;292;6;10;16;14;0;0;1;0;0;1;9;13;0;0;49;0;1;0;14;0;0;0;0;1;0;431
"110002";"ARIQUEMES";3;0;0;103;1222;25;27;146;106;3;0;8;5;0;7;31;91;13;1;134;9;8;0;58;10;0;2;0;2;1;2015
"110003";"CABIXI";0;0;0;2;82;1;6;5;4;0;0;0;0;0;1;1;3;3;0;3;0;0;0;9;0;0;0;0;0;0;120
"110004";"CACOAL";0;0;0;30;478;46;24;55;64;2;2;4;5;0;6;41;64;16;1;183;4;1;1;39;7;0;1;0;0;1;1075
"110005";"CEREJEIRAS";0;0;0;8;189;7;11;8;16;0;0;1;0;0;0;6;17;0;0;36;0;1;0;4;2;0;0;0;0;0;306
"110006";"COLORADO DO OESTE";0;0;0;8;127;8;4;10;10;0;0;0;0;0;2;12;15;5;0;27;0;0;0;1;2;0;0;0;0;3;234
"110007";"CORUMBIARA";0;0;0;5;29;0;1;1;3;0;0;1;1;0;0;4;4;0;0;15;0;0;0;1;0;0;0;0;0;0;65
"110008";"COSTA MARQUES";0;0;0;1;49;6;0;2;2;0;0;1;2;0;0;0;7;2;0;11;0;0;0;6;0;0;1;0;0;0;90
"110009";"ESPIGAO D'OESTE";0;0;0;2;231;14;7;27;22;1;0;0;2;0;3;6;6;1;0;26;0;0;0;5;0;0;0;0;0;0;353
"110010";"GUAJARA-MIRIM";0;0;0;16;522;13;7;58;114;2;0;5;3;0;1;25;35;7;0;92;2;0;0;17;3;0;2;0;0;0;924
