 Procedimentos hospitalares do SUS - por local de residência - Brasil
Média permanência por Município e Subgrupo proced.
Período:Out-Dez/2019
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante";"0503 Ações relacionadas à doação de orgãos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"110001 ALTA FLORESTA D'OESTE";...;...;...;1,1;3,5;5,2;2,3;4,5;15,1;1,6;...;11,0;8,5;-;10,5;2,4;6,7;1,8;...;4,5;4,5;...;1,0;4,3;2,3;...;...;...;...;...;3,8
"110002 ARIQUEMES";...;...;...;0,7;4,7;6,1;7,3;5,3;1,4;3,0;...;3,3;9,1;0,1;7,6;4,0;6,0;1,7;1,5;2,2;4,5;6,6;...;6,6;3,6;...;...;...;1,0;14,0;4,2
"110003 CABIXI";...;...;...;4,6;2,9;8,0;2,5;...;1,0;...;...;...;...;...;17,0;4,3;4,9;...;...;3,1;...;...;...;8,0;...;...;...;...;...;...;3,4
"110004 CACOAL";...;...;8,0;1,9;5,1;4,6;7,5;6,1;2,0;3,0;1,0;8,8;3,2;4,0;9,7;4,3;8,4;2,4;2,0;2,3;17,2;3,8;2,0;8,2;3,4;...;-;...;11,0;...;4,8
"110005 CEREJEIRAS";...;...;...;2,4;3,9;11,7;3,3;10,0;1,4;-;2,0;5,5;4,5;-;-;4,8;13,3;6,7;...;2,8;5,0;...;...;7,8;-;...;...;...;...;...;4,5
"110006 COLORADO DO OESTE";...;...;...;2,2;4,6;2,3;4,6;2,0;1,3;3,0;...;6,0;11,0;14,5;...;3,3;6,8;3,3;...;1,9;8,0;24,0;...;5,7;9,0;...;...;...;...;...;4,4
"110007 CORUMBIARA";...;...;...;2,9;3,5;...;...;6,0;1,1;...;...;...;...;...;...;3,0;8,1;3,5;...;1,5;...;...;...;...;-;...;...;...;...;...;3,2
"110008 COSTA MARQUES";...;...;...;2,5;4,4;3,0;3,0;3,2;1,1;-;...;...;13,0;-;...;1,9;9,5;6,2;...;2,9;-;...;2,0;6,4;-;...;...;...;...;...;4,1
"110009 ESPIGAO D'OESTE";...;...;...;2,3;3,1;6,5;8,3;5,2;2,3;0,5;2,0;11,0;6,2;...;12,5;3,6;4,5;2,1;2,0;3,5;11,5;5,0;1,0;21,6;2,3;...;...;...;...;...;3,7
"110010 GUAJARA-MIRIM";...;...;...;2,1;5,4;8,4;14,0;7,6;1,8;1,0;4,0;13,2;1,5;-;0,5;3,8;6,7;3,9;4,0;2,7;...;-;...;6,0;2,0;...;-;...;...;11,0;4,9
"110011 JARU";...;...;...;1,1;4,8;5,8;7,0;4,2;2,2;0,0;...;14,8;8,0;0,1;12,6;1,6;7,2;1,6;3,0;2,0;3,3;...;...;8,6;7,3;...;-;...;7,0;3,0;3,6
"110012 JI-PARANA";...;...;...;2,0;5,0;4,5;3,5;5,6;1,7;1,8;3,0;19,9;2,1;-;9,5;4,4;7,4;1,6;1,2;2,7;9,3;...;-;8,0;2,4;...;2,0;...;7,5;12,0;4,1
"110013 MACHADINHO D'OESTE";...;...;...;0,5;5,0;8,4;3,2;7,4;1,3;9,0;...;5,4;13,0;-;16,0;1,8;6,9;2,7;3,0;2,2;13,0;7,3;...;4,9;1,0;...;-;-;...;...;4,6
"110014 NOVA BRASILANDIA D'OESTE";...;...;...;1,8;3,8;3,8;2,3;5,1;1,5;1,0;1,0;4,0;2,0;-;51,5;2,0;4,6;2,5;2,0;2,0;...;...;...;6,8;5,5;...;...;...;1,0;...;3,4
"110015 OURO PRETO DO OESTE";...;...;...;1,1;4,5;3,3;3,3;6,5;1,5;2,0;1,5;3,0;5,0;...;7,7;1,8;7,6;1,3;2,0;2,1;6,7;...;...;7,3;1,0;6,0;...;...;2,0;...;4,0
"110018 PIMENTA BUENO";...;...;...;2,4;2,9;4,4;5,1;2,6;1,3;1,0;...;1,0;5,0;-;1,3;3,8;7,1;1,6;...;2,0;4,5;4,8;2,0;5,7;4,3;...;-;...;...;...;3,0
"110020 PORTO VELHO";17,1;-;...;2,7;9,9;7,5;8,7;7,2;2,1;3,8;2,0;9,7;5,8;0,5;11,1;4,9;7,7;2,8;3,6;2,8;12,5;5,7;1,0;7,0;4,6;2,0;-;...;8,7;5,5;6,9
"110025 PRESIDENTE MEDICI";...;...;7,0;1,6;6,6;3,6;6,3;6,8;1,4;1,0;1,0;2,0;1,0;17,0;13,0;2,8;8,7;2,6;2,3;3,4;...;...;1,0;13,0;6,0;...;-;...;...;...;5,1
"110026 RIO CRESPO";-;...;...;1,1;6,6;...;2,0;10,2;1,0;-;...;...;...;...;...;1,0;9,5;8,5;...;3,0;...;...;...;7,3;...;...;...;...;...;...;3,8
"110028 ROLIM DE MOURA";...;...;...;1,2;3,3;5,4;14,5;3,6;1,9;3,5;1,0;12,0;2,0;-;8,5;3,0;6,8;2,3;...;2,4;9,7;2,0;...;4,9;1,4;...;3,0;...;24,0;-;3,1
"110029 SANTA LUZIA D'OESTE";...;...;...;1,3;5,4;6,0;6,1;4,6;1,0;-;1,0;18,0;2,5;-;1,0;3,7;8,3;2,0;...;2,8;7,0;...;...;12,1;...;...;...;...;...;...;5,3
"110030 VILHENA";...;...;...;2,2;4,9;6,3;4,5;7,2;1,5;2,0;1,0;7,6;6,3;-;4,6;3,8;6,8;2,6;...;1,6;7,4;10,0;7,0;6,2;4,6;6,0;...;...;...;...;4,0
"110032 SAO MIGUEL DO GUAPORE";15,0;...;...;2,0;4,6;6,1;3,6;4,4;1,0;...;...;1,3;5,0;-;-;2,6;5,4;5,4;...;1,9;...;...;2,0;6,1;3,0;...;...;...;...;13,7;4,1
"110033 NOVA MAMORE";...;...;...;2,3;5,5;6,2;4,7;6,0;2,0;1,0;2,0;8,0;...;-;3,0;12,7;7,6;2,2;2,0;3,0;...;2,0;...;9,1;...;...;...;...;2,0;...;5,2
"110034 ALVORADA D'OESTE";...;...;...;1,4;3,8;3,5;2,8;4,9;1,2;-;1,0;-;...;-;21,5;10,7;8,6;3,0;2,5;2,0;...;...;1,0;10,0;3,0;...;...;...;-;...;3,9
"110037 ALTO ALEGRE DOS PARECIS";...;...;...;1,6;4,6;4,0;2,0;3,9;1,8;2,0;1,0;...;...;1,0;21,0;2,5;4,3;2,3;...;5,8;...;...;...;8,0;4,5;...;...;...;...;...;4,4
"110040 ALTO PARAISO";...;...;...;1,0;5,4;8,8;2,5;9,0;1,1;1,0;...;9,0;...;-;7,7;1,8;7,1;0,5;...;1,8;...;26,0;...;8,1;-;...;-;...;...;...;5,4
"110045 BURITIS";...;...;...;1,5;4,4;4,4;2,9;6,5;1,8;0,3;...;12,3;5,7;0,8;11,4;3,6;7,2;2,2;...;2,4;2,5;2,0;...;5,1;5,5;...;-;...;...;14,0;4,5
"110050 NOVO HORIZONTE DO OESTE";...;...;...;0,7;3,3;1,0;7,0;5,4;2,0;1,0;...;6,5;2,0;-;...;2,0;5,0;1,7;...;2,4;...;...;...;9,1;1,0;...;-;...;...;...;3,4
"110060 CACAULANDIA";...;...;...;3,5;9,1;6,0;...;7,0;1,3;1,0;...;7,0;...;-;...;2,0;5,2;0,5;...;2,0;...;...;...;5,8;...;...;...;...;...;...;7,0
"110070 CAMPO NOVO DE RONDONIA";...;4,5;...;...;3,8;7,0;1,8;7,5;1,7;-;...;3,0;2,0;-;17,0;6,8;2,0;1,0;1,0;2,0;8,0;...;...;21,4;1,5;...;...;...;...;...;4,4
"110080 CANDEIAS DO JAMARI";-;...;...;1,3;10,3;5,3;11,5;6,9;2,1;1,0;...;...;-;4,0;17,0;5,3;7,6;3,8;3,0;2,5;5,0;3,0;...;3,6;1,7;...;...;...;2,0;10,5;6,9
"110090 CASTANHEIRAS";...;...;...;1,0;6,2;...;...;4,0;2,0;...;...;...;6,0;...;...;5,0;3,0;1,8;...;2,2;...;...;...;...;3,0;...;...;...;...;...;3,9
"110092 CHUPINGUAIA";...;...;...;2,5;6,5;5,0;9,0;4,5;1,2;...;1,0;...;6,0;-;...;2,4;8,0;13,5;2,0;2,3;9,0;...;2,0;5,8;-;...;...;...;...;21,8;5,4
"110094 CUJUBIM";...;...;...;-;3,5;...;1,3;5,6;1,8;3,0;...;7,0;17,3;-;...;5,1;5,5;1,7;...;7,2;...;...;...;13,0;...;...;...;...;...;...;3,9
"110100 GOVERNADOR JORGE TEIXEIRA";...;...;...;1,0;6,8;7,8;...;2,3;1,4;-;...;12,0;...;2,0;...;1,7;4,3;1,0;...;2,3;...;3,0;...;1,0;2,0;...;...;...;...;...;4,2
"110110 ITAPUA DO OESTE";...;...;...;3,3;10,5;...;6,0;5,4;2,0;1,5;...;11,0;2,0;2,0;15,0;2,2;4,0;...;...;3,5;17,0;...;...;4,8;5,0;...;...;...;...;...;7,2
"110120 MINISTRO ANDREAZZA";...;...;...;2,0;6,1;4,3;8,4;7,5;1,0;...;...;2,0;2,5;-;-;1,3;8,3;1,4;3,0;3,2;...;...;...;7,0;1,0;...;...;...;2,0;...;5,1
"110130 MIRANTE DA SERRA";...;...;...;1,5;4,9;3,5;4,2;9,8;1,4;-;1,0;...;3,5;...;-;7,8;7,2;1,0;1,0;2,8;...;...;...;17,7;-;...;...;...;...;...;5,0
"110140 MONTE NEGRO";...;...;...;0,3;5,7;13,0;2,9;7,0;1,5;-;...;9,0;2,0;...;21,3;2,1;6,5;1,8;4,0;3,2;3,5;2,0;...;1,7;...;...;2,5;...;...;...;4,6
"110143 NOVA UNIAO";...;...;...;23,7;3,6;...;1,0;4,5;1,0;...;...;...;...;...;...;1,0;3,0;0,7;...;2,3;...;...;...;...;0,5;...;...;...;12,0;19,7;4,4
"110145 PARECIS";...;...;...;1,1;2,9;...;...;11,0;...;3,0;...;1,0;...;...;13,0;1,7;1,0;...;...;1,9;...;...;...;46,0;2,0;...;...;...;...;...;2,7
"110146 PIMENTEIRAS DO OESTE";...;...;...;2,3;3,8;3,0;...;8,0;1,3;...;...;...;...;...;2,0;2,0;2,0;1,5;...;2,3;...;...;...;9,0;...;...;...;...;...;...;3,4
"110147 PRIMAVERA DE RONDONIA";...;...;...;2,0;3,3;...;5,0;2,2;2,0;...;...;...;...;...;7,0;1,0;4,8;2,0;...;2,0;...;...;...;2,5;5,0;...;...;...;38,0;2,0;3,7
"110148 SAO FELIPE D'OESTE";...;...;...;2,0;7,6;...;1,0;3,2;1,0;...;...;5,0;...;...;3,0;2,8;5,8;2,3;...;2,3;1,0;...;...;40,0;...;...;...;...;...;...;6,3
"110149 SAO FRANCISCO DO GUAPORE";...;...;...;1,6;3,7;20,4;4,7;3,6;2,3;-;1,0;2,0;2,0;2,5;8,0;1,7;3,6;1,3;2,0;2,3;8,0;...;...;5,7;-;...;-;...;...;...;3,6
"110150 SERINGUEIRAS";8,0;...;...;0,9;4,9;5,0;6,3;3,3;1,5;...;...;...;2,0;...;...;2,1;3,4;1,7;...;1,9;...;9,3;...;5,5;5,5;...;...;...;12,0;6,0;3,9
"110155 TEIXEIROPOLIS";...;...;...;-;2,5;...;1,3;...;1,5;...;1,0;6,3;...;-;...;2,0;5,7;...;...;2,3;...;...;...;...;...;...;...;...;...;...;2,6
"110160 THEOBROMA";...;...;...;1,0;5,0;24,3;5,5;4,0;1,7;-;...;...;80,0;...;...;1,0;4,0;11,0;...;1,9;9,0;...;...;7,4;...;...;...;...;...;...;5,6
"110170 URUPA";12,0;...;13,0;0,7;5,0;2,5;4,0;5,3;1,5;...;2,0;...;2,0;-;15,3;8,5;8,5;1,5;...;2,4;11,5;...;...;14,1;...;...;...;...;10,0;...;5,6
"110175 VALE DO ANARI";...;...;...;3,0;7,8;3,0;24,0;2,6;1,0;...;...;...;...;...;-;3,7;7,0;0,7;...;2,2;...;...;...;1,0;32,0;...;...;...;...;...;5,3
"110180 VALE DO PARAISO";...;...;...;0,8;3,4;7,0;2,0;0,8;1,3;...;...;...;...;...;45,0;1,4;11,7;...;...;3,1;...;...;...;4,7;2,5;...;...;...;...;...;3,6
"120001 ACRELANDIA";1,0;...;...;1,0;5,9;...;1,0;2,5;2,1;...;...;12,2;...;...;3,0;2,7;8,1;2,0;...;2,8;...;...;1,0;5,0;...;...;...;...;...;...;4,5
"120005 ASSIS BRASIL";...;...;...;2,0;3,5;...;9,5;12,0;1,8;1,0;...;12,0;...;...;17,0;3,3;7,4;3,0;...;2,4;...;...;...;14,0;3,0;...;...;...;...;...;4,1
"120010 BRASILEIA";1,0;...;...;2,3;4,9;8,0;3,5;5,3;3,1;3,0;...;12,6;3,0;...;6,7;7,7;6,4;2,0;...;2,5;...;2,3;...;9,8;13,5;...;-;...;15,0;...;4,1
"120013 BUJARI";...;...;...;1,0;4,3;13,5;4,8;6,0;3,1;...;...;...;1,0;2,0;...;6,6;5,8;2,0;...;3,0;...;...;...;...;2,0;...;...;...;...;...;4,2
"120017 CAPIXABA";...;...;...;1,7;6,4;9,5;9,5;2,7;2,1;...;...;...;...;...;8,5;2,8;8,8;2,8;...;3,1;...;...;...;27,0;...;...;...;...;...;...;4,9
"120020 CRUZEIRO DO SUL";5,5;13,0;...;1,3;5,0;7,2;7,5;5,3;2,0;1,4;4,0;11,4;1,2;0,3;8,8;3,2;2,1;2,7;2,0;3,0;12,4;2,0;1,0;4,4;11,0;...;...;...;4,0;18,5;3,7
"120025 EPITACIOLANDIA";...;...;...;2,2;5,3;9,2;2,7;9,9;1,3;...;...;1,0;5,0;...;...;12,5;3,2;2,0;...;2,4;...;...;...;...;12,0;...;...;...;...;...;4,0
"120030 FEIJO";...;...;...;1,8;9,0;3,3;...;4,0;2,1;2,0;...;3,0;...;...;4,0;6,6;2,8;4,1;...;2,7;15,0;...;...;4,3;...;2,0;-;...;29,0;7,0;5,2
"120032 JORDAO";...;...;...;2,0;12,6;...;...;3,0;1,5;...;...;...;...;...;...;8,0;40,0;...;...;2,9;...;...;...;...;...;...;...;...;...;...;11,1
"120033 MANCIO LIMA";...;...;...;1,0;4,1;28,0;6,0;3,0;1,8;-;3,0;34,0;3,0;-;21,0;3,8;3,8;5,5;...;2,5;7,0;...;...;10,7;...;...;...;...;...;4,0;4,0
"120034 MANOEL URBANO";...;...;...;0,8;4,8;21,3;3,3;3,2;1,4;...;...;1,0;...;...;14,0;11,3;1,5;1,7;...;2,8;13,0;...;...;4,5;...;...;...;...;...;-;4,0
"120035 MARECHAL THAUMATURGO";...;13,0;...;1,7;5,0;2,0;4,5;2,5;2,5;6,0;...;...;1,5;...;...;2,1;1,4;7,0;...;3,4;...;...;...;14,5;...;...;...;...;...;17,0;3,3
"120038 PLACIDO DE CASTRO";...;...;...;0,9;4,6;9,2;8,8;3,6;1,7;...;...;...;...;...;1,0;2,0;3,5;3,0;...;3,7;...;...;...;6,4;...;...;...;...;...;...;3,9
"120039 PORTO WALTER";...;...;...;1,3;6,5;...;7,0;12,0;2,2;...;...;...;...;...;...;2,6;0,7;4,0;1,5;2,8;7,0;...;-;...;...;...;...;...;...;...;3,7
"120040 RIO BRANCO";2,9;...;5,0;1,2;9,3;9,0;9,6;9,2;2,3;1,3;5,5;9,7;11,6;2,4;5,2;2,9;4,5;2,8;2,3;3,0;10,4;3,0;-;8,9;6,5;2,0;-;...;5,3;7,9;5,7
"120042 RODRIGUES ALVES";...;...;...;2,1;4,8;...;2,0;4,7;1,7;1,0;3,0;19,7;1,5;...;4,5;2,2;3,1;1,8;4,0;3,1;27,0;...;...;18,0;...;...;...;...;...;...;3,7
"120043 SANTA ROSA DO PURUS";...;...;...;1,3;5,0;4,0;3,0;13,0;1,1;...;...;...;51,5;...;...;...;1,0;1,0;...;2,0;...;...;...;...;...;...;...;...;...;...;4,1
"120045 SENADOR GUIOMARD";...;...;...;1,2;5,9;8,7;8,8;4,7;1,9;36,0;12,0;7,7;...;...;-;4,0;3,0;1,5;...;3,1;...;...;...;3,8;...;...;...;...;...;21,0;4,7
"120050 SENA MADUREIRA";...;...;...;1,5;6,0;5,4;5,4;5,6;1,8;...;...;6,0;6,0;...;2,0;6,3;5,0;2,8;...;2,8;8,0;...;...;3,7;20,0;...;...;...;...;10,5;4,8
"120060 TARAUACA";...;...;...;1,2;5,2;12,3;3,3;4,2;1,3;4,0;...;5,8;2,0;...;45,0;5,3;2,8;9,5;1,0;2,4;3,7;...;...;10,0;19,0;...;...;...;...;...;3,6
"120070 XAPURI";...;...;...;2,3;5,2;7,5;4,0;5,6;10,7;...;...;...;...;1,0;5,0;7,5;12,2;4,5;...;2,6;...;...;...;26,0;...;...;...;...;...;14,0;5,7
"120080 PORTO ACRE";...;...;...;1,0;7,1;8,3;7,7;12,3;2,0;1,0;...;3,5;5,5;6,0;1,0;4,7;4,0;3,3;...;3,9;19,5;...;...;9,6;21,3;...;...;...;...;...;5,9
"130002 ALVARAES";...;...;...;4,3;4,3;...;2,5;4,8;2,0;...;...;-;...;...;6,0;3,0;5,0;2,0;...;2,0;...;10,5;...;15,0;7,0;...;...;...;...;...;3,5
"130006 AMATURA";...;...;...;...;3,5;3,0;2,0;2,7;1,3;...;...;...;...;...;...;1,9;...;1,7;...;1,6;...;...;...;...;...;...;...;...;...;...;2,5
"130008 ANAMA";...;...;...;...;5,2;...;3,5;3,0;1,6;...;...;...;...;...;...;2,0;16,0;1,5;...;2,4;...;...;...;1,0;...;...;...;...;...;...;3,7
"130010 ANORI";...;...;...;1,0;4,5;33,0;3,0;3,8;2,0;1,0;...;...;...;...;...;2,7;10,0;2,8;...;2,9;...;...;...;...;2,0;...;...;...;...;...;3,7
"130014 APUI";...;...;...;-;4,8;...;2,3;4,7;1,7;0,3;...;...;3,0;0,5;...;3,2;5,5;3,0;3,0;2,8;...;9,8;...;7,5;1,5;...;...;...;...;...;4,0
"130020 ATALAIA DO NORTE";...;...;...;...;3,8;...;16,0;2,5;1,4;2,0;...;...;2,0;...;...;2,0;5,0;2,0;...;1,8;...;...;...;1,0;10,0;...;...;...;...;...;3,0
"130030 AUTAZES";...;...;...;2,0;7,2;5,5;2,8;3,8;1,1;...;...;...;1,5;...;3,7;2,7;9,4;4,1;...;2,0;13,0;3,0;...;9,0;3,0;...;...;...;...;...;3,7
"130040 BARCELOS";...;...;...;2,0;8,4;2,5;2,0;4,7;2,0;...;...;...;2,3;...;...;3,0;8,3;2,1;1,0;2,3;8,0;2,0;...;4,5;...;...;...;...;...;...;5,1
"130050 BARREIRINHA";...;...;...;2,0;4,5;4,6;2,5;3,6;1,5;...;...;...;...;1,0;2,0;3,6;5,2;2,0;...;2,5;...;...;...;...;...;...;...;...;...;...;3,3
"130060 BENJAMIN CONSTANT";...;...;...;-;4,1;5,5;10,0;3,4;2,1;2,0;2,0;21,0;2,0;...;...;2,1;4,3;2,8;...;2,6;...;...;...;2,0;4,0;...;...;...;...;...;2,7
"130063 BERURI";...;...;...;...;4,3;...;...;4,0;1,8;3,0;...;...;...;...;2,0;2,0;12,0;2,0;2,0;2,7;...;2,0;...;9,0;26,5;...;...;...;...;...;3,4
"130068 BOA VISTA DO RAMOS";...;...;...;4,0;3,6;...;5,4;4,5;2,3;...;...;...;...;...;4,0;3,0;3,2;3,0;1,0;3,1;...;...;1,0;9,0;...;...;...;...;...;...;3,4
"130070 BOCA DO ACRE";1,0;...;...;1,3;4,6;12,7;3,6;4,0;2,0;...;3,0;2,0;...;...;4,8;3,6;6,5;4,7;...;2,3;...;3,7;...;11,5;13,0;...;...;...;1,0;...;4,0
"130080 BORBA";...;...;...;...;2,9;...;2,9;2,5;1,6;...;...;...;...;...;...;4,9;6,7;2,6;...;2,7;16,0;3,0;...;...;3,0;...;...;...;...;...;2,8
"130083 CAAPIRANGA";...;...;...;2,5;8,1;11,0;...;...;1,5;...;...;6,0;...;0,5;...;2,0;2,3;5,0;2,0;2,0;...;10,0;...;3,5;...;...;...;...;...;...;3,8
"130090 CANUTAMA";...;...;...;2,0;3,7;...;...;13,5;2,1;...;...;...;2,0;...;-;9,5;...;1,7;...;2,1;...;...;...;...;...;...;...;...;...;...;3,3
"130100 CARAUARI";...;...;...;-;6,4;8,3;12,0;5,1;1,8;1,6;...;2,0;1,0;...;2,0;3,0;12,6;1,4;1,0;2,5;6,0;16,0;...;8,5;2,5;...;...;...;...;...;3,6
"130110 CAREIRO";1,0;...;...;1,1;5,4;10,0;10,0;6,3;1,2;1,0;...;9,7;9,0;1,0;4,0;2,2;10,0;1,1;...;1,9;6,0;10,0;...;16,7;5,0;...;...;...;...;...;4,1
"130115 CAREIRO DA VARZEA";...;...;...;3,8;6,5;...;5,0;6,3;2,0;1,0;...;...;2,0;1,0;...;3,6;15,0;1,0;2,0;...;...;...;...;24,0;...;...;...;...;...;...;7,6
"130120 COARI";...;...;...;1,0;4,8;19,0;4,2;3,8;2,3;2,0;...;5,0;1,8;...;2,0;3,2;6,7;4,1;2,0;2,6;7,0;...;...;15,5;3,7;...;...;...;...;...;3,8
"130130 CODAJAS";...;...;...;1,0;4,3;18,0;6,0;3,8;2,7;...;...;14,0;2,0;...;...;4,3;2,5;10,0;...;3,5;8,0;14,0;...;7,3;7,0;...;...;...;...;...;4,2
"130140 EIRUNEPE";...;...;...;1,0;3,7;3,5;3,7;5,0;1,2;48,0;...;...;...;...;12,0;2,7;4,6;5,0;...;2,5;5,0;6,0;...;...;1,0;...;...;...;8,0;...;3,3
"130150 ENVIRA";...;...;...;...;2,6;14,5;2,0;2,0;2,4;...;...;9,0;2,0;...;10,0;2,5;2,0;2,7;...;2,2;...;...;...;...;14,0;...;...;...;...;...;2,6
"130160 FONTE BOA";...;...;...;1,0;4,9;3,7;3,0;8,0;2,1;2,0;...;...;...;-;...;4,8;12,7;4,6;...;4,0;...;...;...;11,5;3,0;...;...;...;...;1,0;4,0
"130165 GUAJARA";...;...;...;1,4;3,5;...;2,0;3,1;1,7;2,0;...;...;1,0;...;...;2,6;1,3;2,0;...;2,5;7,0;...;...;...;...;...;...;...;...;...;2,9
"130170 HUMAITA";...;...;...;5,8;9,0;8,2;5,8;5,8;1,5;4,0;...;16,6;...;10,3;10,7;3,6;7,6;1,8;2,0;2,3;...;...;...;9,7;...;...;-;...;...;...;5,1
"130180 IPIXUNA";...;...;...;3,7;4,2;4,0;1,8;2,8;1,2;0,9;2,0;10,0;8,0;2,0;...;2,4;3,3;1,8;...;1,9;...;...;1,0;8,0;...;...;...;...;...;...;2,8
"130185 IRANDUBA";...;...;...;1,6;6,1;7,8;1,0;4,2;3,2;...;...;2,3;15,0;1,0;2,8;2,7;11,0;1,9;14,0;3,0;2,0;4,0;...;4,3;7,0;...;...;...;...;...;4,9
"130190 ITACOATIARA";...;...;...;1,1;5,9;4,1;9,3;7,0;1,6;2,0;2,0;9,9;5,1;0,0;3,8;3,0;3,9;2,0;3,0;2,4;7,8;16,9;...;10,0;7,7;...;...;...;...;...;3,3
"130195 ITAMARATI";...;...;...;...;5,0;...;...;...;...;...;...;...;...;...;...;...;2,0;1,0;...;...;...;...;...;...;3,0;...;...;...;...;...;3,2
"130200 ITAPIRANGA";...;...;...;1,0;4,1;...;6,0;2,5;1,9;...;...;...;...;...;...;3,3;15,0;2,0;...;2,0;...;...;...;...;...;...;...;...;...;...;3,3
"130210 JAPURA";...;...;...;2,0;3,0;...;3,0;3,0;3,0;...;...;...;...;...;...;3,0;4,0;3,0;...;2,0;...;2,0;...;...;...;...;...;...;...;...;3,0
"130220 JURUA";...;...;...;2,0;13,0;...;...;...;1,0;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;6,4
"130230 JUTAI";...;...;...;...;2,9;11,4;1,6;3,0;1,0;2,0;...;...;18,5;...;...;3,0;11,2;1,1;...;1,8;...;...;...;...;3,0;...;...;...;...;2,3;2,5
"130240 LABREA";...;...;...;-;6,7;11,0;2,1;7,0;2,1;2,0;...;2,0;...;...;20,0;3,0;6,1;3,5;...;2,0;...;9,0;...;5,7;7,5;...;...;...;...;...;4,2
"130250 MANACAPURU";...;...;...;2,0;5,7;6,4;5,7;3,6;1,5;2,0;3,0;6,0;1,4;1,0;4,6;2,9;8,8;1,9;2,3;2,5;3,0;15,5;...;9,0;5,4;...;-;...;12,0;6,0;4,0
"130255 MANAQUIRI";...;...;...;1,5;6,2;20,0;8,0;2,0;1,9;...;...;...;9,0;...;...;4,7;11,0;2,3;...;2,0;6,0;...;...;11,5;4,0;...;...;...;...;...;5,3
"130260 MANAUS";5,3;3,0;3,6;1,2;8,7;8,2;9,0;5,9;3,3;3,2;3,7;7,9;6,5;1,4;4,7;4,3;8,9;2,3;2,2;4,8;9,1;7,9;1,4;11,0;4,7;2,0;0,6;...;10,8;8,0;6,2
"130270 MANICORE";...;...;...;5,0;4,6;4,0;4,3;4,9;2,0;2,7;...;13,7;4,0;1,0;2,5;4,2;3,2;2,0;2,0;2,7;3,0;14,0;...;7,4;4,0;...;...;...;...;...;3,5
"130280 MARAA";...;...;...;...;5,0;26,5;3,0;2,0;1,8;...;2,0;...;...;...;...;10,5;2,8;1,0;...;2,2;...;...;...;...;...;...;...;...;...;...;4,4
"130290 MAUES";...;...;...;1,0;5,2;2,0;2,8;4,3;1,3;0,2;...;7,5;1,0;...;2,0;2,1;5,5;1,8;0,3;2,0;10,6;13,0;...;9,7;3,0;...;...;...;...;...;2,9
"130300 NHAMUNDA";...;...;...;...;3,7;...;11,5;4,1;1,6;1,0;...;...;...;...;...;2,6;3,1;1,3;-;3,5;...;...;...;...;...;...;...;...;...;...;3,2
"130310 NOVA OLINDA DO NORTE";...;...;...;1,7;5,1;25,5;...;4,4;2,1;1,0;...;...;...;...;2,0;2,4;7,2;3,0;...;1,9;...;...;...;12,0;3,0;...;...;...;...;...;4,0
"130320 NOVO AIRAO";1,0;...;...;1,8;4,5;7,0;1,5;3,5;1,9;...;...;...;...;-;3,0;2,8;3,9;2,1;...;2,4;...;8,7;...;5,0;3,7;...;...;...;...;...;3,4
"130330 NOVO ARIPUANA";...;...;...;...;4,0;...;2,4;4,7;1,8;...;...;4,0;...;1,0;...;2,0;9,0;...;...;...;6,0;...;...;9,0;3,0;...;...;...;...;...;4,2
"130340 PARINTINS";...;...;...;1,7;5,2;13,8;3,5;4,8;1,9;1,0;...;12,4;5,1;1,7;1,0;3,9;4,3;2,9;1,4;3,1;6,0;2,0;...;13,1;3,0;...;...;...;...;...;3,9
"130350 PAUINI";...;...;...;...;3,8;...;8,0;3,8;2,1;...;...;2,0;...;...;...;7,3;6,3;...;...;2,0;...;...;...;12,0;...;...;...;...;...;...;3,7
"130353 PRESIDENTE FIGUEIREDO";...;...;...;1,3;6,5;13,3;7,3;3,7;2,6;...;...;...;1,3;1,0;...;4,8;10,8;3,1;...;3,3;...;5,5;...;13,2;2,3;...;...;...;...;...;5,6
