"Codigo_Municipio";"Municipio";"Coleta_Material";"Diagnostico_Endoscopia";"Metodos_Diagnosticos_Especialidades";"Consultas_Atendimentos_Acompanhamentos";"Tratamentos_Clinicos_Outras_Especialidades";"Tratamento_Oncologia";"Tratamento_Nefrologia";"Tratamento_Lesoes_Envenenamentos_Outros_Causas_Externas";"Parto_Nascimento";"Pequenas_Cirurgias_Pele_Tecido_Subcutaneo_Mucosa";"Cirurgia_Glandulas_Endocrinas";"Cirurgia_Sistema_Nervoso_Central_Periferico";"Cirurgia_Vias_Aereas_Superiores_Face_Cabeca_Pescoco";"Cirurgia_Aparelho_Visao";"Cirurgia_Aparelho_Circulatorio";"Cirurgia_Aparelho_Digestivo_Orgaos_Anexos_Parede_Abdominal";"Cirurgia_Sistema_Osteomuscular";"Cirurgia_Aparelho_Geniturinario";"Cirugia_Mama";"Cirurgia_Obstetrica";"Cirurgia_Toracica";"Cirurgia_Reparadora";"Bucomaxilofacial";"Outras_Cirurgias";"Cirurgia_Oncologia";"Coleta_Exames_Doacao_Orgaos_Tecidos_Celulas_Transplante";"Acoes_Relacionadas_Doacao_Orgaos_Tecidos_Transplantes";"Processamento_Tecidos_Transplante";"Transplante_Orgaos_Tecidos_Celulas";"Acompanhamento_Intercorrencias_Pre_Pos_Transplante";"Total"
"110001";"ALTA FLORESTA D'OESTE";0;0;0;3,5;3,3;6,3;2,6;4,8;1,6;3,5;1,5;7,0;2,0;0;18,5;1,4;9,8;3,3;1,0;2,7;0;0;0;7,7;1,7;0;1,0;0;0;0;3,5
"110002";"ARIQUEMES";0;0;0;0,5;4,9;5,8;5,6;4,4;1,5;3,3;0;12,2;8,0;0;7,3;1,6;5,4;1,5;0;2,1;3,3;2,2;0;5,4;3,0;0;0;0;1,0;9,6;4,1
"110003";"CABIXI";0;0;0;1,0;4,4;3,7;12,0;3,0;1,5;0;2,0;0;0;0;0;2,5;1,8;1,7;0;1,7;0;0;0;2,0;0;0;0;0;19,0;14,0;4,3
"110004";"CACOAL";2,5;1,0;0;2,1;5,2;5,4;7,8;5,4;2,0;1,0;1,5;10,8;5,0;0;8,8;3,1;5,7;3,0;2,3;2,8;8,0;6,5;1,0;6,9;4,6;0;0,2;0;4,0;12,3;4,8
"110005";"CEREJEIRAS";0;0;0;3,6;5,0;6,2;4,3;7,4;1,6;2,0;2,0;0;3,0;0;2,0;5,2;4,0;1,8;2,0;2,0;17,5;0;0;14,0;0;1,0;0,5;0;7,0;8,5;4,4
"110006";"COLORADO DO OESTE";17,0;0;0;2,1;5,7;6,0;3,8;9,3;1,6;0;2,0;14,0;0;0;0;1,5;5,9;4,8;16,0;2,6;13,0;0;0;7,0;2,6;0;0;0;0;0;5,2
"110007";"CORUMBIARA";0;0;0;1,5;9,0;2,0;0;7,0;2,3;0;0;0;8,0;0;5,0;3,8;2,9;1,5;0;1,6;0;0;0;0;1,3;0;0;0;0;0;4,8
"110008";"COSTA MARQUES";0;0;0;0;4,9;8,5;13,0;2,2;2,0;1,0;3,0;0;2,0;0;1,5;3,3;3,4;1,0;0;2,4;0;0;0;5,0;0;0;0;0;0;0;4,3
"110009";"ESPIGAO D'OESTE";0;0;0;1,0;4,0;6,1;5,5;4,3;1,5;0;2,0;25,0;5,7;0;11,7;4,9;7,9;9,8;3,0;2,0;4,3;2,0;0;5,9;2,0;0;0;0;0;0;4,2
"110010";"GUAJARA-MIRIM";0;0;0;2,0;4,8;9,8;6,9;5,6;1,6;3,7;0;21,4;15,3;0;9,0;5,3;8,7;6,0;1,0;2,3;0;0;0;7,3;3,4;0;0;0;0;0;4,7
