"Codigo_Municipio";"Municipio";"Coleta_Material";"Diagnostico_Endoscopia";"Metodos_Diagnosticos_Especialidades";"Consultas_Atendimentos_Acompanhamentos";"Tratamentos_Clinicos_Outras_Especialidades";"Tratamento_Oncologia";"Tratamento_Nefrologia";"Tratamento_Lesoes_Envenenamentos_Outros_Causas_Externas";"Parto_Nascimento";"Pequenas_Cirurgias_Pele_Tecido_Subcutaneo_Mucosa";"Cirurgia_Glandulas_Endocrinas";"Cirurgia_Sistema_Nervoso_Central_Periferico";"Cirurgia_Vias_Aereas_Superiores_Face_Cabeca_Pescoco";"Cirurgia_Aparelho_Visao";"Cirurgia_Aparelho_Circulatorio";"Cirurgia_Aparelho_Digestivo_Orgaos_Anexos_Parede_Abdominal";"Cirurgia_Sistema_Osteomuscular";"Cirurgia_Aparelho_Geniturinario";"Cirugia_Mama";"Cirurgia_Obstetrica";"Cirurgia_Toracica";"Cirurgia_Reparadora";"Bucomaxilofacial";"Outras_Cirurgias";"Cirurgia_Oncologia";"Coleta_Exames_Doacao_Orgaos_Tecidos_Celulas_Transplante";"Acoes_Relacionadas_Doacao_Orgaos_Tecidos_Transplantes";"Processamento_Tecidos_Transplante";"Transplante_Orgaos_Tecidos_Celulas";"Acompanhamento_Intercorrencias_Pre_Pos_Transplante";"Total"
"110001";"ALTA FLORESTA D'OESTE";0;0;0;5,5;4,1;3,0;4,3;3,4;1,6;1,0;1,0;9,0;0;0;0;1,9;5,0;3,8;0;2,0;25,0;0;0;4,6;3,0;0;0;0;0;0;3,8
"110002";"ARIQUEMES";0;0;0;0,5;4,7;4,5;3,9;3,2;1,5;3,1;1,0;12,2;4,0;2,0;7,1;3,4;4,2;5,6;6,0;1,4;8,0;3,3;0;6,2;2,4;0;0;0;21,0;4,0;4,2
"110003";"CABIXI";0;0;0;1,0;5,5;3,0;3,5;2,7;1,3;0;0;0;0;0;0;0;3,3;1,0;0;1,7;8,0;0;0;12,5;1,5;0;0;0;0;0;4,4
"110004";"CACOAL";0;0;0;1,9;5,1;5,4;8,3;5,3;2,1;2,6;2,0;6,9;6,9;0;2,4;2,6;4,9;2,6;0;2,4;4,3;4,7;0;5,2;2,8;0;0;0;0;0;4,5
"110005";"CEREJEIRAS";0;0;6,0;1,0;5,2;4,0;2,4;3,6;1,6;0;1,0;0;3,0;0;3,0;5,0;4,5;3,5;0;1,6;6,0;0;0;2,0;4,5;0;0;0;0;3,0;4,3
"110006";"COLORADO DO OESTE";0;0;0;1,0;6,0;3,6;3,5;5,7;1,3;0;0;56,0;12,0;0;0;5,6;7,1;2,3;2,0;1,5;16,0;0;0;7,0;2,0;0;0;0;0;29,0;5,4
"110007";"CORUMBIARA";0;0;0;0;8,4;1,0;3,0;8,5;2,0;5,0;0;0;0;0;39,0;2,5;1,9;3,0;0;1,3;0;0;0;0;0;0;0;0;0;0;6,3
"110008";"COSTA MARQUES";0;0;0;0;5,8;0,5;2,0;3,9;1,0;0;0;0;3,0;0;0;2,0;2,4;1,0;0;2,4;0;0;0;8,0;1,0;0;0;0;0;0;4,6
"110009";"ESPIGAO D'OESTE";0;0;0;0;4,2;5,9;4,3;3,1;2,1;0;0;0;1,0;0;2,0;3,7;4,1;3,0;0;1,9;8,0;0;0;4,7;2,5;0;0;0;0;0;4,0
"110010";"GUAJARA-MIRIM";0;0;0;3,3;5,1;4,7;5,5;4,0;1,4;13,0;0;8,8;4,0;3,0;2,0;4,7;4,5;2,8;0;2,1;4,0;0;8,0;6,0;2,0;0;0;0;1,0;0;4,2
"110011";"JARU";0;0;0;1,0;5,5;6,2;2,9;3,6;1,3;0,2;0;3,0;3,8;0;3,6;4,3;6,4;0,8;12,0;1,9;1,0;0;0;7,8;2,5;0;0;0;0;2,0;4,2
"110012";"JI-PARANA";0;0;0;1,6;5,5;3,3;4,3;4,3;1,6;1,1;0;11,4;5,7;6,5;1,6;2,8;5,7;1,8;0;2,2;5,7;18,0;3,3;5,2;2,9;0;0;0;23,5;12,4;4,3
"110013";"MACHADINHO D'OESTE";0;0;0;1,0;5,2;4,6;4,7;3,4;1,4;0;0;2,8;5,5;0;0;1,6;2,9;0,5;0;2,0;4,5;0;0;2,6;3,2;0;0;0;27,0;11,0;4,2
"110014";"NOVA BRASILANDIA D'OESTE";0;0;0;2,3;4,8;5,4;6,5;6,7;2,0;0;0;8,0;19,0;0;0;2,0;4,8;2,6;0;1,7;29,0;0;0;3,2;1,0;0;0;0;0;4,0;4,1
